SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,,,VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,
,cfuh,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085.645659,0,0,0,0,0,0,0,0,0,0,0,0,3649.932774,5.456606352,62.77495095,0.2103551374,0.4862755125,986.5184431,4934.494758,0,1159.597583,31.52347893,28.34639252,3.867012075,6.644061751,3.225802778,308.2066296,16.64424048,11.65775209,19.29303292,24.22108724,367.2509456,282.1665401,2817.016105,93.79858331,5.43910716,551.1157734,286.7496768,65.72189122,52.14103057,0,0,0,0,0,0,0,0,0,0,0,0,6868.074837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.8182592,0,,,cfuh,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085.645659,0,0,0,0,0,0,0,0,0,0,0,0,3649.932774,5.456606352,62.77495095,0.2103551374,0.4862755125,986.5184431,4934.494758,0,1159.597583,31.52347893,28.34639252,3.867012075,6.644061751,3.225802778,308.2066296,16.64424048,11.65775209,19.29303292,24.22108724,367.2509456,282.1665401,2817.016105,93.79858331,5.43910716,551.1157734,286.7496768,65.72189122,52.14103057,0,0,0,0,0,0,0,0,0,0,0,0,6868.074837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.8182592,0
,cgas,128,0,0,0,0,0,0,0,0,0.525205048,0,0,0,0,0,0,0,0,0,0,2706.223786,0,405.0487065,561.4456413000001,0,0,0,0,0,0,0,0,0,10975.85077,6.489902742,74.66240005,0.2501892743,0.5783596211,1173.331616,2947.798783,0,613.9030496,15.77447599,1137.938267,189.4387259,557.7950506,353.5903656,3236.142358,94.99743958,613.9471985,228.2737519,180.406923,88.61117069,5.216241253,52.07646382,1.856838559,8.345234653,1863.969079,1068.037253,46.88192613,648.7902161,0,0,0,0,19.9736362,977.9871331,0,0,0,0,1393.642642,0,4109.666092000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.943826,0,,,cgas,128,0,0,0,0,0,0,0,0,0.525205048,0,0,0,0,0,0,0,0,0,0,2706.223786,0,405.0487065,561.4456413000001,0,0,0,0,0,0,0,0,0,10975.85077,6.489902742,74.66240005,0.2501892743,0.5783596211,1173.331616,2947.798783,0,613.9030496,15.77447599,1137.938267,189.4387259,557.7950506,353.5903656,3236.142358,94.99743958,613.9471985,228.2737519,180.406923,88.61117069,5.216241253,52.07646382,1.856838559,8.345234653,1863.969079,1068.037253,46.88192613,648.7902161,0,0,0,0,19.9736362,977.9871331,0,0,0,0,1393.642642,0,4109.666092000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.943826,0
,cele,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51661.65666,1017.076171,1477.982533,1342.755504,2642.519409,960.656733,7395.280866,4325.504575,120.8022713,412,5.404519498,62.17572325,0.2083471609,0.4816336967,977.1014834,6825.780423,0,1591.757832,24.1800559,2315.315475,845.8064613,696.9920544,917.1415349,3006.655347,213.4941733,3085.476735,815.148028,631.7132623,354.5549793,169.2712611,1689.923505,8.321949307,20.92900148,11727.52793,3175.589232,139.6611467,0,0,0,0,0,0,0,0,3765.350684,1362.894053,9765.883622,285.3551512,1454.809568,27338.88427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.749533,0,,,cele,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51661.65666,1017.076171,1477.982533,1342.755504,2642.519409,960.656733,7395.280866,4325.504575,120.8022713,412,5.404519498,62.17572325,0.2083471609,0.4816336967,977.1014834,6825.780423,0,1591.757832,24.1800559,2315.315475,845.8064613,696.9920544,917.1415349,3006.655347,213.4941733,3085.476735,815.148028,631.7132623,354.5549793,169.2712611,1689.923505,8.321949307,20.92900148,11727.52793,3175.589232,139.6611467,0,0,0,0,0,0,0,0,3765.350684,1362.894053,9765.883622,285.3551512,1454.809568,27338.88427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.749533,0
,chea,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416.587002,0,0,0.3353847439,3.858398333,0.012929264,0.0298884284,60.63534991,423.5830068,0,10.57315311,0.4782638623,0,0,0,0,0,189.7104943,0,0,1.291122759,0,1.051523644,10.49791035,0.2080664727,1.090963674,441.4076027,294.2057733,0,0,0,0,0,0,0,0,0,0,0,0,8.998005046,0,3945.529081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,chea,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416.587002,0,0,0.3353847439,3.858398333,0.012929264,0.0298884284,60.63534991,423.5830068,0,10.57315311,0.4782638623,0,0,0,0,0,189.7104943,0,0,1.291122759,0,1.051523644,10.49791035,0.2080664727,1.090963674,441.4076027,294.2057733,0,0,0,0,0,0,0,0,0,0,0,0,8.998005046,0,3945.529081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,cbio,131,0,5843.73105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0001693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.2233537,7.675662811,88.30385140999999,0.2959009687,0.6840308109,1387.709217,-19.18431719,0,33.55159123,5.933414184,3.266235931,1.970697982,42.32446519,84.83888058,9.629631613999999,7.348467706,4.691333761,0.5267333369,239.0241564,0.00137051612,0.3159771307,3.154564909,0.0864883697,0.3185556348,16.42927229,20.22706948,1.663065486,0,0,0,0,0,0,0,79.70400660999999,0,0,0,478.1183892,0,6002.799761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.51479,0,,,cbio,131,0,5843.73105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0001693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.2233537,7.675662811,88.30385140999999,0.2959009687,0.6840308109,1387.709217,-19.18431719,0,33.55159123,5.933414184,3.266235931,1.970697982,42.32446519,84.83888058,9.629631613999999,7.348467706,4.691333761,0.5267333369,239.0241564,0.00137051612,0.3159771307,3.154564909,0.0864883697,0.3185556348,16.42927229,20.22706948,1.663065486,0,0,0,0,0,0,0,79.70400660999999,0,0,0,478.1183892,0,6002.799761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.51479,0
,cote,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474506175,0,7392.619744,0,0,0,0,0,0,0,0,0,0,0,0,2281.601317,6.644246037,76.43802616000001,0.2561392921,0.5921142077,1201.235866,6008.495962,0,0,0,0.3787835697,0.09308350679999999,536.9276076,3.512888285,7930.249461,0.1629772134,50.08380885,0.0380997669,0.7691039332,0,3.768280666,37.62071619,178.0225666,279.1443714,0,0,0,3020.87533,0,0,0,0,28.75372694,0,0,0,0,0,286.7259062,257.3514717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.879738,0,,,cote,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474506175,0,7392.619744,0,0,0,0,0,0,0,0,0,0,0,0,2281.601317,6.644246037,76.43802616000001,0.2561392921,0.5921142077,1201.235866,6008.495962,0,0,0,0.3787835697,0.09308350679999999,536.9276076,3.512888285,7930.249461,0.1629772134,50.08380885,0.0380997669,0.7691039332,0,3.768280666,37.62071619,178.0225666,279.1443714,0,0,0,3020.87533,0,0,0,0,28.75372694,0,0,0,0,0,286.7259062,257.3514717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.879738,0
,Total,133,81737,6534,157638,125598,22100,16305,86971.39526999999,29076,80224,117470,104606,271069,6785.934451,78068.06555,15441,20655,2009145.983,503160,4212.951286000001,35429.99995,3926.604727,405.0487065,561.4456413000001,51661.65666,1017.076171,1477.982533,1342.755504,2642.519409,960.656733,7395.280866,8742.091578,120.8022713,655081.16,,,,,,230966.04,386343.7403,51068.89808,1246.982301,114285.3485,95838.65166,14281.88608,12135.5375,61399.34366,18024.6722,55829.61974,72628.45784,62235.60183,161355.8205,4350.801022,43436.32149,13470.69994,11911.32661,893286.9787,124069.5239,2582.725941,37566.15351,4548.736398,192.4551477,66.43357027,6112.912889,595.9927757,1150.325743,680.2058636,4077.48112,1476.365439,10639.41017,3434.220332,1726.419361,1202005.277,523391.3043,4316.477567,158.3046273,6855.850962,35647.15582,1488.662619,1277.558527,3345.070201,1195.389369,6315.06106,15440.82452,12717.24157,152713.846,395.867281,3952.150052,2344.766584,1361.758445,179522.7978,36767.17856,486.0108333,2069.800224,148.5027033,46.72687768,30.17160935,2776.253314,54.65680494,79.42551922,72.15853415,142.0067365,51.62487251,397.4160788,469.7925363,6.491810902,632619.0422,22159.51669,,,Total,133,81737,6534,157638,125598,22100,16305,86971.39526999999,29076,80224,117470,104606,271069,6785.934451,78068.06555,15441,20655,2009145.983,503160,4212.951286000001,35429.99995,3926.604727,405.0487065,561.4456413000001,51661.65666,1017.076171,1477.982533,1342.755504,2642.519409,960.656733,7395.280866,8742.091578,120.8022713,655081.16,,,,,,230966.04,386343.7403,51068.89808,1246.982301,114285.3485,95838.65166,14281.88608,12135.5375,61399.34366,18024.6722,55829.61974,72628.45784,62235.60183,161355.8205,4350.801022,43436.32149,13470.69994,11911.32661,893286.9787,124069.5239,2582.725941,37566.15351,4548.736398,192.4551477,66.43357027,6112.912889,595.9927757,1150.325743,680.2058636,4077.48112,1476.365439,10639.41017,3434.220332,1726.419361,1202005.277,523391.3043,4316.477567,158.3046273,6855.850962,35647.15582,1488.662619,1277.558527,3345.070201,1195.389369,6315.06106,15440.82452,12717.24157,152713.846,395.867281,3952.150052,2344.766584,1361.758445,179522.7978,36767.17856,486.0108333,2069.800224,148.5027033,46.72687768,30.17160935,2776.253314,54.65680494,79.42551922,72.15853415,142.0067365,51.62487251,397.4160788,469.7925363,6.491810902,632619.0422,22159.51669
,Value added,134,30668.10193,5287.017700000001,43352.65147,29759.34834,7818.113921,4169.462497000001,25572.05161,11051.3278,24394.38026,44841.54216,42370.39818,109713.1795,2435.133429,34631.74407,1970.300063,8743.673387000001,1115859.004,379090.4761,1630.225344,-2136.153564,-622.1316704,212.5935588,495.012071,45548.74377,421.0833955,327.6567892,662.5496399,-1434.961711,-515.7087055,-3244.129309,5307.871245,-1605.61709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Value added,134,30668.10193,5287.017700000001,43352.65147,29759.34834,7818.113921,4169.462497000001,25572.05161,11051.3278,24394.38026,44841.54216,42370.39818,109713.1795,2435.133429,34631.74407,1970.300063,8743.673387000001,1115859.004,379090.4761,1630.225344,-2136.153564,-622.1316704,212.5935588,495.012071,45548.74377,421.0833955,327.6567892,662.5496399,-1434.961711,-515.7087055,-3244.129309,5307.871245,-1605.61709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes on sectors,135,845.2018687,145.7083079,1194.783496,820.1569465,215.4644103,114.9088881,704.7565531,304.5706228,672.3003539,1235.816788,1167.712948,3023.655802,67.11140225,954.4384217,54.30076173,240.9724965,30752.67317,10447.5973,44.92842468,-58.87162445,-17.14572526,5.859002088,13.6423548,1255.30701,11.60490707,9.030103367,18.25962999,-39.54702910000001,-14.21274661,-89.40703799000001,146.2830242,-44.25023002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxes on sectors,135,845.2018687,145.7083079,1194.783496,820.1569465,215.4644103,114.9088881,704.7565531,304.5706228,672.3003539,1235.816788,1167.712948,3023.655802,67.11140225,954.4384217,54.30076173,240.9724965,30752.67317,10447.5973,44.92842468,-58.87162445,-17.14572526,5.859002088,13.6423548,1255.30701,11.60490707,9.030103367,18.25962999,-39.54702910000001,-14.21274661,-89.40703799000001,146.2830242,-44.25023002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wages,136,8621.072041,1011.04628,23799.61433,14526.25437,4557.120622000001,3075.636386,12415.57025,7299.694841,18131.62761,25985.76719,30354.11964,68137.40339000001,1752.703876,28353.34869,902.331626,4733.040698,591435.7504,271732.277,861.4164239,803.5001219,531.35669,82.81975855,66.41784742,6111.466142,120.317988,174.8422484,158.8451731,312.60453,113.6436862,874.8462893,1034.171185,14.29065652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wages,136,8621.072041,1011.04628,23799.61433,14526.25437,4557.120622000001,3075.636386,12415.57025,7299.694841,18131.62761,25985.76719,30354.11964,68137.40339000001,1752.703876,28353.34869,902.331626,4733.040698,591435.7504,271732.277,861.4164239,803.5001219,531.35669,82.81975855,66.41784742,6111.466142,120.317988,174.8422484,158.8451731,312.60453,113.6436862,874.8462893,1034.171185,14.29065652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employer social contribution,137,2358.553478,276.6021103,6511.100115,3974.093663,1246.737371,841.4328125,3396.652558,1997.051013,4960.451921,7109.187963,8304.282125,18641.03547,479.5048461,7756.911072,246.8599479,1294.865597,161805.033,74340.53491,235.6663641,219.8216182,145.3685996,22.6578352,18.17059924,1671.975325,32.91660337,47.83335426,43.45687332,85.52236868,31.09064744,239.3405076,282.9286235,3.909638788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employer social contribution,137,2358.553478,276.6021103,6511.100115,3974.093663,1246.737371,841.4328125,3396.652558,1997.051013,4960.451921,7109.187963,8304.282125,18641.03547,479.5048461,7756.911072,246.8599479,1294.865597,161805.033,74340.53491,235.6663641,219.8216182,145.3685996,22.6578352,18.17059924,1671.975325,32.91660337,47.83335426,43.45687332,85.52236868,31.09064744,239.3405076,282.9286235,3.909638788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Labor,138,8621.072041,1011.04628,23799.61433,14526.25437,4557.120622000001,3075.636386,12415.57025,7299.694841,18131.62761,25985.76719,30354.11964,68137.40339000001,1752.703876,28353.34869,902.331626,4733.040698,591435.7504,271732.277,861.4164239,803.5001219,531.35669,82.81975855,66.41784742,6111.466142,120.317988,174.8422484,158.8451731,312.60453,113.6436862,874.8462893,1034.171185,14.29065652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labor,138,8621.072041,1011.04628,23799.61433,14526.25437,4557.120622000001,3075.636386,12415.57025,7299.694841,18131.62761,25985.76719,30354.11964,68137.40339000001,1752.703876,28353.34869,902.331626,4733.040698,591435.7504,271732.277,861.4164239,803.5001219,531.35669,82.81975855,66.41784742,6111.466142,120.317988,174.8422484,158.8451731,312.60453,113.6436862,874.8462893,1034.171185,14.29065652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investment,139,4316.477567,158.3046273,6855.850962,35647.15582,1488.662619,1277.558527,3345.070201,1195.389369,6315.06106,15440.82452,12717.24157,152713.846,395.867281,3952.150052,2344.766584,1361.758445,179522.7978,36767.17856,486.0108333,2069.800224,148.5027033,46.72687768,30.17160935,2776.253314,54.65680494,79.42551922,72.15853415,142.0067365,51.62487251,397.4160788,469.7925363,6.491810902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investment,139,4316.477567,158.3046273,6855.850962,35647.15582,1488.662619,1277.558527,3345.070201,1195.389369,6315.06106,15440.82452,12717.24157,152713.846,395.867281,3952.150052,2344.766584,1361.758445,179522.7978,36767.17856,486.0108333,2069.800224,148.5027033,46.72687768,30.17160935,2776.253314,54.65680494,79.42551922,72.15853415,142.0067365,51.62487251,397.4160788,469.7925363,6.491810902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Depreciation ratio,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depreciation ratio,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Capital stock,141,37313.70165207032,1368.461098586339,59265.26279906264,308151.1061961956,12868.71342541212,11043.82844030196,28916.39063551385,10333.51883842186,54590.41560081641,133477.8903500518,109933.9335007988,1320131.704597047,3422.066578257596,34164.2799365527,20269.28656422438,11771.69289759143,1551881.138155798,317833.1197366283,4201.310668629331,17892.34553339595,1283.728568695003,403.9295345478565,260.817857432358,23999.26473473223,472.4796274965152,686.592269230245,623.7729661043576,1227.574316879853,446.2701498940157,3435.455128653006,4061.111929130965,56.11832598875325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital stock,141,37313.70165207032,1368.461098586339,59265.26279906264,308151.1061961956,12868.71342541212,11043.82844030196,28916.39063551385,10333.51883842186,54590.41560081641,133477.8903500518,109933.9335007988,1320131.704597047,3422.066578257596,34164.2799365527,20269.28656422438,11771.69289759143,1551881.138155798,317833.1197366283,4201.310668629331,17892.34553339595,1283.728568695003,403.9295345478565,260.817857432358,23999.26473473223,472.4796274965152,686.592269230245,623.7729661043576,1227.574316879853,446.2701498940157,3435.455128653006,4061.111929130965,56.11832598875325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Operating Surplus,142,18843.27454,3853.661002,11847.15353,10438.84337,1798.791518,137.4844107,9055.072243,1450.01132,630.0003715,10510.77022,2544.283464,19911.08482,135.8133047,-2432.954115,766.8077278,2474.794595,331865.5474,22570.06686,488.2141313,-3100.60368,-1281.711235,101.256963,396.7812695,36509.99529,256.2438971,95.95108317,441.9879635,-1793.54158,-646.2302926,-4268.909068,3844.488413,-1579.567155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross Operating Surplus,142,18843.27454,3853.661002,11847.15353,10438.84337,1798.791518,137.4844107,9055.072243,1450.01132,630.0003715,10510.77022,2544.283464,19911.08482,135.8133047,-2432.954115,766.8077278,2474.794595,331865.5474,22570.06686,488.2141313,-3100.60368,-1281.711235,101.256963,396.7812695,36509.99529,256.2438971,95.95108317,441.9879635,-1793.54158,-646.2302926,-4268.909068,3844.488413,-1579.567155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Operating Surplus,143,15973.95071,3748.430004,7289.813368,-13257.15232,809.2218828,-711.7564514,6831.479162,655.3913661,-3567.856545,246.6775423,-5909.341919,-81603.51155,-127.3344603,-5060.095844000001,-791.8461837,1569.582903,212530.0396,-1870.449766,165.1445803,-4476.477185,-1380.426527,70.19586239,376.725074,34664.51604,219.9114777,43.15397447,394.0214911,-1887.938761,-680.5472732,-4533.086376,3532.19977,-1583.882504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Net Operating Surplus,143,15973.95071,3748.430004,7289.813368,-13257.15232,809.2218828,-711.7564514,6831.479162,655.3913661,-3567.856545,246.6775423,-5909.341919,-81603.51155,-127.3344603,-5060.095844000001,-791.8461837,1569.582903,212530.0396,-1870.449766,165.1445803,-4476.477185,-1380.426527,70.19586239,376.725074,34664.51604,219.9114777,43.15397447,394.0214911,-1887.938761,-680.5472732,-4533.086376,3532.19977,-1583.882504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMESTIC,cagr,145,69947.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99987354,7.000119237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77.72396184,894.1671028,2.996300928,6.926513834,14051.97973,504.0452359,0,13521.5595,153.7220777,33940.55625,0,0,0,49.18366442,199.2013281,0,12.6332544,198.6719252,69.00346403,0,0,0,0,1155.012978,19.11627532,0,0,3.173201416,0,0.0609775563,5.610875468,0.1102483477,0.1575265955,0.0921411161,0.2863412564,0.1040960459,0.8013553199,0.7046673887,0.0130791916,18383.44482,0,279.6815904,3.13050429,701.418541,0,0,0,1.018307892,4.118238478000001,0,0.2609732983,4.057170219,1.42573325,0,0,0,0,23.8638537,0.3948448029,0,0,0.0656110178,0,0.00125991893,0.1159319702,0.00228238218,0.00331668471,0.00301322685,0.00592997789,0.00215577345,0.0165954702,0.0196177971,0.000271087809,15574.64144,1253.37161756,,DOMESTIC,cagr,145,69947.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99987354,7.000119237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77.72396184,894.1671028,2.996300928,6.926513834,14051.97973,504.0452359,0,13521.5595,153.7220777,33940.55625,0,0,0,49.18366442,199.2013281,0,12.6332544,198.6719252,69.00346403,0,0,0,0,1155.012978,19.11627532,0,0,3.173201416,0,0.0609775563,5.610875468,0.1102483477,0.1575265955,0.0921411161,0.2863412564,0.1040960459,0.8013553199,0.7046673887,0.0130791916,18383.44482,0,279.6815904,3.13050429,701.418541,0,0,0,1.018307892,4.118238478000001,0,0.2609732983,4.057170219,1.42573325,0,0,0,0,23.8638537,0.3948448029,0,0,0.0656110178,0,0.00125991893,0.1159319702,0.00228238218,0.00331668471,0.00301322685,0.00592997789,0.00215577345,0.0165954702,0.0196177971,0.000271087809,15574.64144,1253.37161756
COMMODITIES,cfor,146,0,690.2689505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99980514,22.00002534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9009036636,10.36435096,0.0347303254,0.0802856872,162.8774411,-2.251691097,0,0,332.7450459,0,0,0,0,0,0,0,0.0557125088,240.9485516,29.56966208,0,0,0,0,1.815610627,16.04490302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79222969,239.303086204,,COMMODITIES,cfor,146,0,690.2689505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99980514,22.00002534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9009036636,10.36435096,0.0347303254,0.0802856872,162.8774411,-2.251691097,0,0,332.7450459,0,0,0,0,0,0,0,0.0557125088,240.9485516,29.56966208,0,0,0,0,1.815610627,16.04490302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79222969,239.303086204
