SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,,,VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,
,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTED,cagr,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14319.68087,39.63368231,455.9615085,1.527899972,3.532028506,7165.508385,272.0383543,0,1518.844017,19.38386398,4456.3767,0,0,0,8.884950491,21.80576555,0,2.874321784,26.11830539,68.34359368,0,0,0,0,574.0737203,2.094017355,0,0,0.5725451329,0,0.0603845496,5.556309707,0.1093749981,0.1587877738,0.1432583734,0.2842130988,0.1033223103,0.7953899979,0.9320801634,0.0129864972,14630.46329,0,86.33355160000001,1.100592743,253.2955135,0,0,0,0.5050500884,1.239384844,0,0.1633596376,1.483725961,3.884259512,0,0,0,0,32.62732907,0.1190113923,0,0,0.0325410916,0,0.00343190599,0.3157882725,0.00621700402,0.00903435122,0.008207759259999999,0.0161527271,0.00587213322,0.0452045699,0.0534371171,0.00073841884,258.686484,279.9566403608844,,IMPORTED,cagr,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14547.33093,40.26802441,463.2592296,1.552715221,3.588931158,7279.369071,277.8137936,0,1536.591665,19.67147581,4515.933844,0,0,0,8.93321864,21.94759366,0,2.890131612,26.3774019,69.39297806,0,0,0,0,581.5855024,2.138091757,0,0,0.579152606,0,0.061058906,5.628838248,0.1106759419,0.1606258514,0.1449489918,0.2878985645,0.1046621249,0.8057050069,0.9455139986,0.0131511366,14894.7253,0,87.23801936,1.115743896,256.4285578,0,0,0,0.5069978378,1.245409615,0,0.1639706626,1.496236654,3.937322848,0,0,0,0,33.0201847,0.1215970043,0,0,0.0328806559,0,0.00346486025,0.3194966943,0.00628589469,0.00913281788,0.00829812356,0.0163415602,0.00594078151,0.0457330671,0.0541604991,0.000746929121,258.4200991,279.9566403608844
COMMODITIES,cfor,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.1064264,0.1430857569,1.646114964,0.00551603361,0.0127513504,25.86896122,-0.3576241699,0,0,73.67208656,0,0,0,0,0,0,0,0.0125003962,53.46898675,6.635947253,0,0,0,0,0.4074386075,3.599578027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.717976682,12.91071724103513,,COMMODITIES,cfor,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6697116,0.1448071915,1.665919025,0.0055836941,0.0129060973,26.17722142,-0.3618884048,0,0,74.80937536,0,0,0,0,0,0,0,0.0125777659,54.03156879,6.745394921,0,0,0,0,0.4131359992,3.677431863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71405869,12.91071724103513
,cfoo,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42728.34706,89.67091284999999,1031.609538,3.456862376,7.991188349,16211.90968,7135.603277,0,918.5636909,0.1381163781,7575.283631,24.24990819,13.13565795,32.34563216,698.0041155,21.29194837,51.12712011,70.11783002,142.8030043,141.2384818,1.120065871,11.18220323,24.92728989,79.71783395,8970.438496000001,1613.952273,9.937272398999999,20.24325002,37.70905047,0.9554914304,0.07843793239999999,7.21749932,0.1420752291,0.2062611175,0.1860888372,0.3691852967,0.1342129478,1.033190566,1.210747474,0.0168691163,42733.03178,82.1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287.887282,636.4308234786298,,,cfoo,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43397.06877,91.08394133,1047.865573,3.51215199,8.117954625,16465.51166,7252.316364,0,929.5544359,0.1402005316,7677.377314,24.32311184,13.28928071,32.6259066,701.8784765,21.43157227,51.44580653,70.51955068,144.2329697,143.4835299,1.134602672,11.32789696,24.91673582,80.34852104,9091.470771,1648.097023,10.03383504,20.44636361,38.14908111,0.9666371261,0.0793588679,7.315857095,0.1438466318,0.2087671341,0.18839128,0.3741846579,0.1360304157,1.047182895,1.228897416,0.0170926646,43511.7974,83.96357564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285.351386,636.4308234786298
,cveh,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90511.02378,132.2277134,1521.199751,5.097450143,11.78371591,23905.89857,9783.410137999999,0,151.1281286,7.00292125,193.9127702,28282.19067,36.44662294,11.59136724,49.34241453,7.063123647,72.28215982,889.0314559,376.1402067,133.8100231,31.61812075,315.6602315,84.23495493,178.8629495,5727.037212,2384.335614,4.835738803,30.32818219,3.129961161,0.4649673271,0.1664163468,15.3128701,0.3014312064,0.4376099751,0.3948118406,0.7832749597,0.2847503468,2.192049104,2.568759341,0.0357900397,49754.54215,118.9815906,89.58011391,4.146344734000001,114.9348905,16761.8422,21.61026564,6.864086032,29.24823815,4.186311350000001,42.84360413,526.8977888,222.8221355,79.30470346,18.73991416,187.0903615,49.92554121,106.0126836,3394.249285,1413.108531,2.866213354,17.98196141,1.855073884,0.2755683446,0.09862917710000002,9.075405185999999,0.1786698096,0.2596372476,0.2358819103,0.4642114849,0.1687586048,1.299129271,1.535723559,0.0212213396,8558.504584,5335.962149151275,,,cveh,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91336.82157,133.4482323,1535.24108,5.145698217,11.8937178,24123.82899,9942.907383,0,152.8040001,7.102076302,196.35598,28341.05658,36.84523927,11.68254948,49.57674373,7.103936178,72.68463661,893.4278197,379.6216375,135.8360443,32.00678149,319.5563801,84.16919164,180.119766,5799.73779,2433.054799,4.878798557,30.61068757,3.163921774,0.4700125026,0.1682608687,15.51146713,0.3049911829,0.4426383782,0.399431322,0.7933659244,0.2884188173,2.220292065,2.605531161,0.0362407622,50688.13717,121.4673565,90.4861891,4.201627135,116.2972021,16766.07069,21.82340314,6.909630143,29.34955455,4.204569990000001,43.01563462,528.7468755,224.6086287,80.40235694,18.95997486,189.2925309,49.81156934,106.65561,3435.153097,1443.268439,2.888451402,18.13917291,1.873692873,0.2782296783,0.0996070184,9.184818672,0.1807054782,0.2625481817,0.2385525783,0.4697834735,0.1707842426,1.314723864,1.556993773,0.0214725494,8553.146860000001,5335.962149151275
,cgla,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7703.465103,14.73755565,169.5466511,0.5681407719,1.313364382,2664.45287,215.7173506,0,184.5094435,1.353616739,403.787256,361.9077956,924.7788878,22.57329477,271.9881211,55.89651276,214.6552463,462.0039472,289.8293035,4228.019662,2.908048124,29.03256494,5.338613966,1.759665159,1082.84984,272.2137291,62.99482065,7.886790801,12.27975693,6.057095838,0.3716843788,34.20069434,0.6732347684,0.9773847034,0.8817967497,1.749413879,0.6359787232,4.895855636,5.737223165,0.0799356489,1548.109548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.1987779,12.6654946935861,,,cgla,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7807.015596,14.93723817,171.8438773,0.5759725587,1.331297481,2700.248425,219.7237531,0,186.6167069,1.373883793,409.0632368,362.8703817,935.6187527,22.76495191,273.4325399,56.25101493,215.9675532,464.5259759,292.6552845,4295.690690000001,2.945380601,29.40674192,5.334453859,1.772818553,1097.271401,277.9474677,63.61449788,7.966197356,12.4202165,6.128477406,0.3760845961,34.67011607,0.681694528,0.9893557664,0.8928065361,1.773275016,0.6446532009,4.962638699,5.823848348,0.0810027745,1576.477194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.9993698,12.6654946935861
,cpap,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10093.20603,8.458979415,97.31543447999999,0.3260982491,0.7538375109,1529.327693,493.1474284,0,55.78532163,0.6002242626,720.9813693,68.03908311000001,102.7613362,1955.564421,570.8780308,101.9215125,45.14766078,309.1041859,1016.497971,197.774408,1.747836029,17.44956096,24.44012757,0.6660005282,3791.209372,324.4514345,10.7012134,17.39573723,21.4065176,1.028946102,0.08865949150000001,8.158040377000001,0.1605896176,0.2331398245,0.2103388141,0.4172953018,0.1517027711,1.16782974,1.368524796,0.019067398,2501.000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.6645557,190.3432943945332,,,cpap,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10215.67263,8.562522328,98.50663288,0.3301666506,0.7631440485,1547.872316,501.5847511,0,56.4439138,0.6092129083,730.5559032,68.2181586,103.92942,1971.492799,573.8387755,102.5823567,45.41518713,310.7441275,1026.326457,200.8833794,1.769330228,17.66503023,24.41485871,0.6712909416,3841.188891,331.3089146,10.80250785,17.56379937,21.64856511,1.040689557,0.0896603891,8.265523581,0.1625192197,0.2358664027,0.2128362412,0.4227571624,0.1536883764,1.183116573,1.388369804,0.0193114438,2548.102673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.5989819,190.3432943945332
,cche,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76577.50444,173.0018297,1990.281262,6.669314465,15.4173763,31277.5899,3098.73905,0,4708.269062,13.86602965,822.9278603,749.2784845,184.3012069,411.7311249,12031.80738,3732.382886,861.8921738,781.4220658,1467.158608,1519.650914,0.1283322354,1.281207807,49.33874027,85.65438319,5532.176703,6773.565644,58.83841555,2.98797378,21.70397899,0,0.00949200455,0.8734107879,0.0171929407,0.0249602635,0.0225191567,0.0446761969,0.0162415029,0.1250294244,0.1465161074,0.00204138131,22470.73688,23336.4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24960.63487,2559.765565153212,,,cche,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77427.76728,174.941217,2012.592736,6.745647307,15.59182487,31624.63774,3157.036865,0,4760.407144,14.06478234,833.4650248,751.0190448,186.3541301,415.0548257,12090.10392,3754.715102,866.7758709,785.3998214,1480.971903,1543.025934,0.1298141087,1.296066794,49.27829501,86.23197438,5603.091365,6908.899309,59.38048039,3.014152564,21.93005301,0,0.00959195046,0.8842532748,0.0173864665,0.0252333688,0.0227732088,0.0452269866,0.0164417371,0.1265710008,0.1485450256,0.00206595795,22883.39387,23821.67351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24938.57326,2559.765565153212
,cpla,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19092.53989,28.76971257,330.978117,1.109088039,2.563865857,5201.374301,855.3332292,0,236.9347131,7.172678949,1223.716523,2389.832542,109.6211512,160.1446237,834.7090654,1270.420345,482.2095788,1791.087121,1478.952382,2502.336781,31.21406149,311.6262966,74.35195888,67.9030179,3652.390169,230.5330882,25.7768616,438.3845461,44.11465529,2.478504098,0.8308214185,76.44838201,1.504873212,2.184735738,1.971069187,3.910442847,1.421595243,10.94364454,12.8243428,0.178679151,6610.992254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.18496,366.3617371946128,,,cpla,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19304.23442,29.09178165,334.6833263,1.121764795,2.592836453,5259.006834,872.2393707,0,239.5923623,7.272979047,1239.697973,2395.456958,110.8520547,161.4565497,838.9842096,1278.071356,485.0046769,1800.344787,1492.986925,2541.261891,31.58527796,315.3480799,74.25749552,68.39155445,3699.899445,235.2494269,26.0158643,442.5757503,44.61022112,2.506310135,0.840286053,77.46346246,1.523110263,2.21051463,1.994738026,3.962028654,1.440348751,11.08802446,13.01193716,0.1809845064,6734.981671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056.489343,366.3617371946128
,cmet,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40294.45387,28.73934312,330.6287349,1.107917281,2.561159429,5195.883706,431.4165797,0,436.0564178,22.73574455,276.5401616,3089.875842,564.3030804,147.4739982,806.9389641,279.4797219,14017.77105,6190.391245,3355.21531,6647.510841,5.736032587,57.26581248,13.84382061,21.94854016,2755.084461,437.8718399,45.45964701,310.105578,39.54156543,4.371048856,0.9735897361,89.58526876,1.763470562,2.560160635,2.309777633,4.582413182,1.66588211,12.82419996,15.02807733,0.2093833688,3376.855733,0,10.49259717,0.5464738149,6.653921906,74.34020286,13.58279806,3.545173699,19.41753114,6.724485011,337.2934058,148.9365734,80.68689059,159.9349451,0.1380121002,1.377846958,0.3330890899,0.5281011233,66.28612914999999,10.5348695,1.093819725,7.464045366,0.951371491,0.1051638708,0.0234239118,2.155361087,0.0424331418,0.0616624832,0.0560207153,0.1102477906,0.04007928270000001,0.3085363815,0.364726283,0.00503995674,1239.118739,1057.658915873189,,,cmet,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40645.57245,28.99283795,333.5450391,1.117949575,2.58401799,5241.120491,440.2823051,0,440.8569411,23.06407041,280.3228324,3098.746136,570.6076784,148.7393756,811.1917541,281.2132442,14099.32379,6223.903861,3388.113882,6753.320434,5.809522422,58.00239415,13.83444665,22.11737062,2791.335204,447.0732931,45.90231074,313.1678535,39.9940194,4.422125898,0.9850275737,90.80675112,1.785470033,2.591280978,2.338301448,4.64449853,1.688452619,12.99796589,15.25316073,0.2121595634,3441.15335,0,10.60344866,0.5541874672,6.741051587,74.44085452,13.72698242,3.57242098,19.50341506,6.7597739,338.8941922,149.5919,81.41021326,162.3256584,0.1397446625,1.395182275,0.3324891375,0.5318648187,67.1451575,10.76950449,1.103579621,7.536224152,0.961877269,0.106302153,0.0236790792,2.18346109,0.0429582112,0.0624142685,0.0567099135,0.1116792799,0.0405996854,0.3125427407,0.3701363568,0.00510456196,1238.681905,1057.658915873189
,cigo,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122766.4554,236.4649104,2720.385565,9.115850682,21.07300547,42751.29637,6067.248063,0,295.1543359,90.22843274,1240.723559,15999.35353,598.0944835,461.4803416,974.98605,582.9405191,3604.858574,17191.58219,7683.416349,13495.33618,31.94447726,318.9184191,152.809071,80.92750922,24108.76677,3295.948044,419.5060427,679.2228711,56.90674485,40.33646384,8.693774448999999,799.9613099,15.74710039,22.86123024,20.62540825,40.91915225000001,14.87567379,114.5150753,134.1948357,1.869711352,31830.48805,179.3681513,105.154976,32.11026824000001,442.012814,5699.352149,213.1507983,164.2538709,347.3698089,207.6697856,1284.273328,6124.060203,2735.755593,4807.379008,11.37998486,113.6123391,54.4369675,28.83022085,8588.218416,1174.093936,149.4508042,242.0568277,20.27217573,14.36875264,3.096935421,284.9658145,5.610194451,8.152554978,7.406642382,14.57614301,5.298984703000001,40.79238591,48.22139683000001,0.6663456004,13930.5324,3075.895897981854,,,cigo,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123929.6745,238.7306697,2746.45175,9.205337235,21.27712872,43156.04450000001,6163.969124,0,298.5734945,91.49307021,1256.946331,16028.17131,604.7989436,465.3380951,979.9780786,586.2779252,3625.84256,17278.02241,7752.932512,13698.32879,32.32950353,322.7784437,152.6422164,81.53610462,24416.17434,3364.980677,423.1997248,685.7026137,57.54228693,40.77010853,8.789905358,810.3151318,15.93266283,23.12332207,20.86630458,41.44523697000001,15.0669267,115.9875007,136.112762,1.893208338,32419.06345,183.1611583,106.2201856,32.52365966,447.2516378,5698.029616,215.2145182,165.3455559,348.5411747,208.4941072,1289.15032,6143.529774,2756.33944,4871.995282,11.50654115,114.8789654,54.27237702,29.00563542,8688.818588,1199.185076,150.5556719,244.1153519,20.47288512,14.50225409,3.126350515,288.282523,5.67177568,8.240560314,7.487413916,14.74502327,5.36037935,41.26504029,48.86912953,0.6739556793,13919.66922,3075.895897981854
,ccgo,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75782.93453,277.821032,3196.162694,10.71015162,24.75853232,50228.21040000001,14111.08448,0,615.9599591,3.854336874,884.5907167,1882.278117,185.2409126,883.7548625,489.0140789,232.0267755,311.3271766,998.5175559,9290.031794,3108.664958,3.987551362,39.8098102,120.7933901,73.04337295,10228.18541,5996.130627,23.45912079,79.68492564,21.63475951,2.255648027,0.2747381656,25.28014778,0.4976353482,0.7224540384,0.6517982333,1.293115308,0.4700967749,3.618872552,4.240786694,0.0590860817,78909.86167,3123.369363,89.11405631,0.557010343,127.9720946,272.2826195,26.80816875,127.7342299,70.75026982999999,33.56605067,45.04009886,144.4416293,1343.238709,449.6883565,0.576853137,5.759026483,17.47434995,10.56685346,1479.584412,867.3744863,3.393788993,11.53172502,3.129693155,0.3262914163,0.0397425606,3.656928416,0.0719948796,0.1046206543,0.0950484571,0.1870537056,0.0680011663,0.5234832658000001,0.6188187753,0.008551124510000001,18715.40056,2235.410618846082,,,ccgo,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76792.15444,281.5506109,3239.069237,10.85645311,25.09350222,50896.73106,14353.72904,0,623.1192104,3.911075315,895.9066111,1887.369748,187.3369283,890.7522608,491.4628286,233.3979252,313.1821549,1003.74632,9378.026594000002,3157.175002,4.037749563,40.31297662,120.6388147,73.60998724,10361.53826,6118.677881,23.68603428,80.44013527,21.87566166,2.28185879,0.2778505522,25.61421286,0.5036345172,0.73093344,0.6595959386,1.310091907,0.4762684492,3.666387191,4.302603305,0.0598446809,80334.43701,3188.570327,90.07062952,0.5648240908,129.5557659,272.5571589,27.08909722,128.6322049,71.03473066,33.72777559,45.24649612000001,145.0268397,1354.687681,456.2214024,0.5838786388,5.829325518,17.43173143,10.6396512,1498.289839,886.1765526,3.423037993,11.63774557,3.162912996,0.3297236571,0.0401565443,3.702857331,0.0728513679,0.1058462332,0.0961724117,0.1893930888,0.0688516243,0.5300305941,0.627701647,0.008656652860000001,18693.31742,2235.410618846082
,ccon,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ccon,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,crai,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.913676,0,0,0,0,0,-56.56141256,297.101879,1.225404695,0.0460402404,6.084343772,1.939642378,1.492901218,0.8484579102,5.050855952,0.9660661537,2.375664254,6.54271891,3.584199261,6.380853504,21.48280506,214.4740755,0.4807164734,0.9445569153,507.4826262,47.93980663,0.3621189442,2.162161005,0.2494676791,0.0348185633,0.0100512349,0.924868601,0.0182058789,0.0264308208,0.0238458938,0.04730833680000001,0.0171983863,0.1323956499,0.1551482409,0.0021616512,59.22448398,3.523620305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005635922361340468,,,crai,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.097406,0,0,0,0,0,-57.31443582,300.5961288,1.240371449,0.0467503094,6.169032566,1.946121727,1.511093895,0.85620765,5.081449878,0.9728586122,2.39162182,6.583454415,3.621858714,6.485892089,21.76942188,217.3463663,0.4805763512,0.9524948996,514.5792159,48.99087381,0.3658306548,2.185040836,0.2525004842,0.0352433107,0.0101744223,0.9379496114,0.0184422487,0.0267654948,0.0241514693,0.0479733583,0.0174401482,0.1342569219,0.1575470259,0.00219141128,60.34643089,3.604877089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005635922361340468
,croa,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14379.49975,0,0,0,0,0,-650.7047917,3417.97716,14.09753878,0.5296650790000001,69.99668975,22.3144107,17.17492425,9.760994337,58.10703838,11.11400594,27.33057828,75.27001807,41.23404151,73.40785461,247.1466598,2467.394329,5.530351851,10.86655518,5838.280227,551.5184377000001,4.165959114,24.87435272,2.869974543,0.4005664808,0.115633369,10.64005305,0.2094476089,0.3040705839,0.2743325649,0.54425376,0.1978570168,1.523131758,1.784886536,0.0248684877,681.3418153,40.53711731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06483787303078159,,,croa,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14577.17829,0,0,0,0,0,-659.3579324,3458.176409,14.26972227,0.5378339952,70.97098331,22.38895178,17.38422004,9.850150439,58.4590032,11.19214911,27.51416052,75.7386557,41.66729087,74.61626020999999,250.4440138,2500.438305,5.528739857,10.95787693,5919.922217,563.6103315,4.208660112,25.13757143,2.904865141,0.4054529439,0.1170505658,10.7905422,0.2121669015,0.3079208068,0.2778480266,0.551904432,0.2006383418,1.544544571,1.812483112,0.0252108596,694.249133,41.47192772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06483787303078159
,cwat,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.89472,0,0,0,0,0,-87.04965818,64.54953467,0,0,0,0,0,0,0,0,0,0,0,0,0.132053839,1.318362521,599.2176347,0,245.7833058,1.029849572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.8198396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005519032168517834,,,cwat,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.443744,0,0,0,0,0,-87.35935485,65.21982984,0,0,0,0,0,0,0,0,0,0,0,0,0.1336608037,1.334472277,598.2326384,0,248.9307797,1.051004515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.1875227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005519032168517834
,cair,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6305.052732,0,0,0,0,0,328.4915437,73.9022937,2.227616794,0,59.93773677,34.40510324,11.72973482,4.05909666,45.21235026,7.520749976,18.37313659,30.73256575,23.00740198,49.35067154,1.317265459,13.15094983,15.73587693,650.9878281,1510.556661,143.5187989,1.446336336,14.46993197,1.952126598,0.1390685411,0.0654405987,6.021544194,0.1185330587,0.1720832077,0.1552535176,0.3080105007,0.1119735743,0.8619886716,1.01012402,0.0140738676,3907.513057,3.458891417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,cair,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.188646,0,0,0,0,0,334.7647869,74.72370481,2.254321205,0,60.75691517,34.51173337,11.86983419,4.0951899,45.47418002,7.571785335,18.49200494,30.91490284,23.24309804,50.15035665,1.334494578,13.32362196,15.72412818,656.2153082,1531.275917,146.5989228,1.460834111,14.61854978,1.975358507,0.1407335089,0.0662267277,6.1052443,0.120043153,0.1742202478,0.157204397,0.312265235,0.1135203403,0.8738969025,1.025490339,0.0142641995,3982.729987,3.535176052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
