SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,,,VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,
,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMESTIC,cagr,41,83099.29372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.97415745000001,8.31628641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92.36595934,1062.614415,3.560729145,8.231276274000001,16693.85967,598.596745,0,16065.75713,153.1350291,40333.89129,0,0,0,58.49387958,236.7806937,0,0,236.4643712,81.58325303,0,0,0,0,1373.864331,37.70247581,0,0,3.534959506,0,0.0691879708,5.425597172,0.107907386,0.1529439717,0.0880968278,0.2802356581,0.1018765904,0.7842702865,0.69786617,0.0127983248,21835.20771,0,331.9759485,3.021667871,832.6604882,0,0,0,1.211256127,4.896061817,0,0,4.829846603,1.683671812,0,0,0,0,28.37555072,0.7788239712,0,0,0.0720394407,0,0.00141789846,0.1101853329,0.0021945375,0.00318928319,0.00289728944,0.00569770482,0.00207133906,0.0159456768,0.0196818893,0.000260473414,18526.63077,1488.377406636437,,DOMESTIC,cagr,41,82941.79248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.81878872,8.300524237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92.14357982999999,1060.056071,3.55403289,8.202286379,16662.83235,600.7872294,0,16029.84224,145.7312435,40363.24432,0,0,0,57.93598325,235.4453029,0,0,235.9186524,81.1429219,0,0,0,0,1372.126542,37.6834048,0,0,3.434828598,0,0.0652586012,5.401339981,0.1074244574,0.1522509399,0.0876061917,0.2789811035,0.1014205111,0.7807593014,0.6872203961,0.0127410156,21866.41653,0,329.1961035,2.803268052,826.1869658,0,0,0,1.195071606,4.804154503000001,0,0,4.805475476,1.670534622,0,0,0,0,28.23473653,0.7739422449,0,0,0.0702811792,0,0.00132558135,0.1094776522,0.00224045845,0.00323233974,0.00301247625,0.00567699151,0.00206380136,0.0158866616,0.0195166272,0.00026173387,18334.60973,1488.377406636437
COMMODITIES,cfor,42,0,771.391981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29266978,24.58553923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.007079998,11.58584538,0.0388231674,0.0897468478,182.0156721,-2.516318745,0,0,331.6513263,0,0,0,0,0,0,0,0.0663123919,286.9353604,34.96551885,0,0,0,0,2.158788417,19.06213133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.47945159,284.172149627726,,COMMODITIES,cfor,42,0,758.0511109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0800737,24.16034362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9891550907,11.37963015,0.0381523024,0.0880509889,178.8743771,-2.472800167,0,0,315.5178372,0,0,0,0,0,0,0,0.0659801644,286.1933785,34.88668383,0,0,0,0,2.159575328,19.05013685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.14235225,284.172149627726
,cfoo,43,14009.43687,0,187312.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,378.9854227,4359.997733,14.6099759,33.77362981,68496.33253,30146.00417,0,8995.239689,0.8845208841,31731.30565,145.0082526,45.31273057,129.4707135,2530.636566,79.29707922,186.0306331,171.9033647,561.58305,418.1604003,8.168297525,81.54838511,128.5606851,339.7107831,37068.25924,7345.374043,29.62246438,76.93430468,132.2351716,2.701915248,0.2468181653,19.35503995,0.3849441025,0.5456052385,0.3142720004,0.9997004445,0.3634300982,2.79777156,2.489525424,0.0456561839,161953.1401,300.006249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50327.3352,1936.112101389649,,,cfoo,43,14033.79082,0,187638.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,379.4494062,4365.335571,14.63559015,33.7772062,68617.93141999999,30227.34805,0,8978.016191,0.8419930025,31750.23456,143.9950859,44.5636371,128.6574305,2506.639849,78.81893373,183.9196925,171.0961198,560.1809221,417.143484,8.132825324,81.19424758,126.6823027,325.8230876,37087.27125,7342.330626,29.08640506,74.34462441,128.5004706,2.556085478,0.2335198336,19.32802712,0.3844060896,0.5448291712,0.3136631159,0.9983026137,0.3629219324,2.793859614,2.460069893,0.0455923235,162866.4738,299.6283888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50011.12695,1936.112101389649
,cveh,44,0,0,0,152154.2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,115.3379699,1326.893483,4.446305479,10.27844784,20845.73039,7362.094588,0,107.7020891,3.345758326,87.53478878,13663.58019,19.09470713,6.126376289,23.83248581,3.693786442,48.86409714,406.2734985,217.4190978,62.62510474,30.26105132,302.1118977,140.563358,79.74764565,3131.697372,1782.235345,1.924462965,18.46794246,1.407166243,0.1755335854,0.1024241886,8.031922042,0.1597434018,0.2264132636,0.1304028841,0.4148538224,0.150815543,1.161014017,1.033033548,0.0189463163,23726.12196,29.93947451,71.32303287,2.115736029,57.91253829,9103.962358999999,12.69570821,3.979541541,15.8152258,2.44778817,32.40395173,269.0334368,142.3175375,41.41458546,19.95861113,199.2520887,93.21216459,53.04327778,2072.653364,1179.833698,1.274008941,12.12752046,0.9189920388,0.115218902,0.0672613039,5.226896986,0.1041029792,0.15129105,0.1374396489,0.2702838513,0.0982587753,0.7564201864,0.9336560975,0.0123561609,122937.0088,1580.303780704546,,,cveh,44,0,0,0,151215.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,114.5677671,1318.032762,4.41894718,10.19840598,20717.92196,7257.12344,0,107.3809975,3.181475603,87.52030404999999,13554.44568,18.76979718,6.084063254,23.59262815,3.669430473,48.29093767,404.0865164,216.7551482,62.44782427,30.10825774,300.5864796,138.4960186,76.42823558,3131.303765,1780.466717,1.888699582,17.83715419,1.366573098,0.16597703,0.0968748279,8.018159623000001,0.1594694923,0.2260216386,0.1301433817,0.4141423244,0.1505568858,1.159022821,1.020646943,0.0189138168,23173.01613,29.87432362,70.76205176,1.963946119,57.49044311,9028.997786,12.3090763,3.928414869,15.62150835,2.402498018,31.6380862,267.3727328,141.6920407,41.29249778,19.75191269,196.5288095,92.17969767,49.43574223,2069.574709,1173.677186,1.242296845,11.722484,0.8975696029,0.1082507986,0.063202044,5.219756146,0.1068222282,0.1541138749,0.1436310616,0.2706717832,0.0983994414,0.7574559532,0.9305281281,0.0124791402,122530.2836,1580.303780704546
,cgla,45,0,0,0,0,26190.42024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48.51729943,558.1621426000001,1.870353141,4.323663161,8768.825596999999,710.8007733,0,281.4427969,4.829794747,545.3236201,681.2375269,3236.70357,51.40551146,489.2554083,108.840769,521.9825056,590.1089309,525.2165700000001,16362.3109,11.01008224,109.9194078,9.199541484999999,2.279111389,2553.707676,1160.583543,254.3195778,31.22711864,21.73249702,23.19692121,1.489076508,116.7707217,2.322402798,3.29168449,1.89601655,6.031283677,2.192606826,16.87921021,15.0194489,0.2754479063,2470.179018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928.826982,141.9127910509144,,,cgla,45,0,0,0,0,25789.88331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47.75079215,549.3439393,1.841776564,4.250601863,8635.039422,697.5373687,0,277.3057906,4.570558678,538.4553426,669.0004597,3163.104484,50.61116014,479.3587411,107.0720546,511.5760802,580.5543806,518.2076916,16231.546,10.89242815,108.7448054,8.96105472,2.155959801,2531.91248,1151.400318,248.3804893,30.01062856,20.8966968,21.82757971,1.401416297,115.9927694,2.306906809,3.269304128,1.878027963,5.991021747,2.177970053,16.76653393,14.74202832,0.2736084808,2416.060167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5736.329481,141.9127910509144
,cpap,46,0,0,0,0,0,19385.58271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.02738821,184.3853934,0.617859531,1.428295242,2896.727015,933.5961626,0,161.9757401,1.467374281,1243.86953,96.11376095999999,119.5397059,1690.956406,635.2915416,212.9600857,56.5432866,190.8117601,1242.874401,282.932046,1.460566158,14.58159563,20.01740676,1.990164865,5140.433573,1029.727053,13.14453498,19.24542994,22.98337826,1.198935133,0.0744692776,5.839747822,0.1161442728,0.1646190034,0.0948251631,0.3016268835,0.1096531351,0.8441359806,0.751156401,0.0137752597,3589.771498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448.503191,171.66170598036,,,cpap,46,0,0,0,0,0,19286.07749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15.93693698,183.3448063,0.6146971746,1.418648172,2881.964316,933.0011729,0,161.3725509,1.394489879,1241.846988,95.16016509000002,117.2258201,1674.181722,627.3657666,211.310375,55.74685998000001,189.2857578,1236.180678,281.60473,1.448173602,14.45787426,19.64614051,1.906480349,5129.094924,1027.485369,12.87310479,18.54163139,22.26751295,1.131277775,0.0702149685,5.811569814,0.115583369,0.1638155427,0.0942750515,0.3001698304,0.1091234396,0.840058281,0.7394886864,0.0137087027,3600.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380.901887,171.66170598036
,cche,47,0,0,0,0,0,0,103427.3655,0,0,0,0,0,0,0,0,0,0,116.5427037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,194.2666427,2234.920055,7.489024113,17.31224813,35110.98782,3876.928754,0,5829.732718,19.20635692,1122.189177,1244.683921,298.5667119,684.0026335,12831.54345,6107.731781,1409.767671,1088.077354,2358.070004,2412.219444,0.014086659,0.1406344824,52.36356857,20.88707024,7430.161383,2005.91224,95.76616237,0.3274448524,2.352856176,0,0.00105743867,0.0829224527,0.00164920872,0.00233751848,0.00134631618,0.00428299733,0.00155703656,0.0119864387,0.0106652828,0.000195603896,18629.37119,5778.243694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74397.70769,1166.65555229565,,,cche,47,0,0,0,0,0,0,102573.3919,0,0,0,0,0,0,0,0,0,0,115.58044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,192.5637526,2215.329331,7.427298911,17.14132496,34822.36671,3871.396005,0,5795.555414,18.22535898,1119.299569,1232.280133,292.8854884,677.9089507,12664.28424,6055.151823,1390.178579,1079.853477,2345.831085,2400.326778,0.0139130956,0.1389017085,51.34781021,19.88054072,7409.497152,1992.003047,93.81024305,0.3140435476,2.269362317,0,0.0009931400890000002,0.0822004636,0.00163484671,0.00231711576,0.0013341498,0.00424569701,0.00154347644,0.0118820498,0.0104631006,0.00019390032,18656.37583,5733.047571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73617.94512999999,1166.65555229565
,cpla,48,0,0,0,0,0,0,0,34557.93727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28.59686763,328.9896406,1.102415876,2.548435806,5168.485216,849.7670609,0,283.0221775,2.535622002,2097.052381,2752.807406,142.5069442,229.1712845,1232.410554,1470.67547,700.4668325,2121.314503,1842.241695,3940.903545,13.40002996,133.7795055,48.72480115,55.83551816,5242.995472,336.6767906,31.21272617,595.5512097,61.94189539,2.846965417,1.335814679,104.7522027,2.083371992,2.952897728,1.700928243,5.410520591,1.966935236,15.14193647,13.47391719,0.2470977508,2042.769896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15129.58108,277.9369732764287,,,cpla,48,0,0,0,0,0,0,0,34391.61129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28.44462601,327.2381923,1.097126209,2.532037164,5143.798792,849.1140577,0,281.9743188,2.406806484,2096.680702,2729.336836,140.0222261,227.5161512,1219.729497,1460.144624,691.9380916,2108.563227,1835.621553,3929.243053,13.30441427,132.824924,47.91151213,53.46240528,5240.5679,336.0769674,30.62170881,574.9602675,60.14265673,2.691006822,1.263131115,104.5471473,2.079288996,2.947027432,1.696619997,5.399913271,1.963079063,15.11225095,13.30658893,0.2466131819,2056.409166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15045.18748,277.9369732764287
,cmet,49,0,0,0,0,0,0,0,0,95415.66529,0,0,0,0,0,0,0,15.63509836,8.418967488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.57839808,696.917777,2.33531129,5.39849891,10948.70106,1058.832355,0,239.1154838,18.61810261,1578.401123,8109.005739,465.8879262,346.692221,1140.811156,343.6899438,14959.20253,8335.724066000001,5866.019497,15956.25458,15.76585343,157.3987582,25.70511505,39.77042433,3827.599709,2001.945602,109.4061742,581.1681329,60.24215992,9.979121861,2.356688154,184.8072783,3.675553333,5.20959932,3.000854739,9.545418229999999,3.470131782,26.71390193,23.77119835,0.4359379722,2220.872956,0,19.98845888,1.486212357,131.8551835,682.1361741,39.10174861,28.43186967,95.5688207,28.75128804,1252.269329,696.8493244,484.7472387,1332.197984,1.312827771,13.10630654,2.151962161,3.339517003,319.7928477,167.2999089,9.144030712999999,48.18084584000001,4.966750723,0.8269684341,0.1953896452,15.18379051,0.3024122787,0.4394905076,0.3992531022,0.785156736,0.2854352523,2.197350681,2.712209296,0.0358938313,35263.889,890.2888407402009,,,cmet,49,0,0,0,0,0,0,0,0,94448.77473999999,0,0,0,0,0,0,0,15.47666076,8.333654243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59.9337541,689.5015368,2.31168068,5.33508483,10838.15171,1051.200812,0,236.8512391,17.62102673,1578.042943,8030.046952,455.6090715,343.586957,1125.420215,340.0823952,14716.90647,8264.791077,5830.898641,15880.43253,15.65484907,156.2905437,25.23941058,38.01034668,3813.345082,1991.689285,107.176371,559.8309399,58.32640996,9.418577644999999,2.224573709,184.1240648,3.661946908,5.189992215,2.985809219,9.510067762,3.457280514,26.61497065,23.42398603,0.4343230038,2219.525145,0,19.77386122,1.377795285,131.0508066,676.8425324,37.8500803,28.07469421,94.35830547,28.19853912,1221.215161,692.3215388,482.526554,1328.807644,1.299374829,12.9286005,2.126471019,3.11243198,319.1453483,166.2721076,8.920891465,46.56925203,4.850111575,0.7773453091,0.1836471511,15.16712569,0.3103949909,0.447811056,0.4173509842,0.7864951622,0.2859207698,2.20095141,2.70384989,0.0362608297,34821.36804,890.2888407402009
,cigo,50,0,0,0,0,0,0,0,0,0,96416.21222,0,0,0,0,0,0,243.8204786,27.35569049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101.6486763,1169.406451,3.918580035,9.058514017,18371.58137,2264.74281,0,94.31555448,28.70661912,332.3913367,2678.030928,126.7570629,96.72784727,215.409287,128.8982791,755.0152089,2718.753733,1818.42592,2978.677284,7.508676218,74.96304071,29.70893048,19.95081431,4191.356274,1131.392543,99.06634198,134.7402291,11.84738357,9.036010334,1.701090066,133.3964466,2.653064351,3.760344968,2.165846263,6.89001196,2.504788046,19.2824557,17.15735309,0.3146659002,4494.788318,96.84966819,40.74684286,11.84278224,143.465481,1164.103016,54.98238266,40.99107384,93.25619794000002,55.72586753,326.6416452,1174.538834,776.5407584,1285.097126,3.230851295,32.2544422,12.85275265,8.657244775,1809.71818,488.6245432,42.78543735,57.72428658,5.047729941,3.869432117,0.7287833324,56.63398095,1.127966776,1.639254508,1.489173113,2.928554079,1.064644209,8.19589262,10.11626244,0.1338803086,88411.98848,15.85765553523533,,,cigo,50,0,0,0,0,0,0,0,0,0,96055.78397999999,0,0,0,0,0,0,242.9090159,27.25342799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101.216714,1164.436984,3.903989092,9.009943785999999,18303.57731,2264.396348,0,93.9736931,27.28558302,332.1896396,2654.808521,124.5213903,96.00011151,213.1204394,127.9676146,745.5735393,2701.76204,1811.669163,2968.549021,7.463338186,74.51040743,29.23005863,19.11140337,4187.689543000001,1129.493784,97.1812734,130.0387573,11.49911741,8.54019046,1.607656558,133.0629141,2.646428818,3.750904433,2.160083381,6.872777839,2.498522772,19.23422422,16.93954698,0.3138787624,4533.436424000001,96.65976028,40.40119043,10.98888778,142.360488,1153.718847,53.27474365,40.43988058,92.06293951000002,54.66085631,318.6729619,1166.26391,772.6241746,1280.592692,3.194234078,31.78218892,12.69219236,8.064831227000001,1805.672266,485.7489228,41.7023437,55.75410306,4.927345549,3.633843252,0.68426283,56.51217722,1.156520826,1.668528255,1.555035098,2.93045333,1.065330739,8.200667592,10.07444965,0.1351065768,88082.05192,15.85765553523533
,ccgo,51,0,0,0,0,0,0,0,0,0,0,124496.9504,0,0,0,0,0,477.2494564,201.1366911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.2413733,1601.88766,5.367787221000001,12.40862132,25165.93736,7014.65215,0,3906.47689,14.63027807,938.6772011,8513.036979,390.212025,756.3926772,669.7271297,244.2760921,971.0484027,1626.643988,13784.01653,7396.061601,15.81926169,157.9319608,90.7036801,467.2375027,20408.04185,6474.367151,150.4417901,109.2840619,29.51316148,13.72205368,0.4804079037,37.67273028000001,0.7492567706,1.061967682,0.6116890847,1.945820996,0.7073818156,5.445593902,4.845573323,0.08886538049999999,26115.09378,967.7355623,1707.656499,6.106865389,409.8779691,3744.108316,171.2435047,324.2798955,293.3307381,106.8388742,425.0442124,710.961963,5955.160291,3228.34444,6.886960921,68.75435067,39.69776273,205.1440362,8914.883349,2828.782698,65.74171806,47.36592823,12.7214847,5.9455537,0.2082270613,16.18139013,0.322281255,0.4683657455,0.4254846774,0.8367428047,0.3041888105,2.341720178,2.890405838,0.0382521141,33995.49994,1551.736225568198,,,ccgo,51,0,0,0,0,0,0,0,0,0,0,124333.5577,0,0,0,0,0,476.6231031,200.8727147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,138.9872611,1598.964249,5.360821646,12.37214053,25133.83391,7043.962102,0,3899.826187,13.9301876,939.2058478,8456.996918999999,383.9657969,751.5545564,663.5420206,242.8205728,960.6740272,1619.241031,13752.59289,7383.62809,15.75392429,157.2796634,89.3420634,448.4949123,20425.31561,6471.089941,147.8867189,105.6248833,28.68689114,12.99613085,0.4547542196,37.63920929,0.7485893025,1.06100787,0.6109813167,1.944086956,0.7067514248,5.440741039,4.791487403,0.088786165,26343.85215,965.9983508,1696.635745,5.677400109,407.3990389,3719.336893,166.261826,320.4526899,290.1183617,104.9835187,415.5559511,707.4460013,5936.317523,3223.679259,6.823459922,67.89248597,39.26745533,191.5226082,8913.796699,2816.837183,64.21937287,45.83687546,12.4415918,5.595923732,0.1959019883,16.17923318,0.3311077549,0.477693641,0.4452009583,0.8389782536,0.3050003606,2.347821651,2.884278718,0.0386805272,33876.87029,1551.736225568198
,ccon,52,0,0,0,0,0,0,0,0,0,0,0,320319.394,0,0,0,0,137.0751111,490.4020093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28542.22683,0,443.9617275,21.23038655,171.01346,477.032125,69.47873407,53.55605321,133.8133721,65.65247964,344.9362936,694.4693238,340.5217477,53909.77159,10.10956067,100.9290301,160.7217481,84.96990136,15735.71495,8322.354869000001,52.95550491,335.0567834,6.433834566,4.83016321,7.557261544,592.6269606,11.78649857,16.70564443,9.621431849,30.60955123,11.12776559,85.66419333,76.22018026000001,1.397933909,21277.30134,0,1327.980464,60.64079187,511.0487946,1435.667135,208.6585557,157.1367773,401.0936835,196.5139875,1033.207243,2077.214025,1006.805754,161032.1303,30.11751464,300.6711068,481.4104622,255.2805499,47040.68884,24885.27231,158.3485569,993.8306496,18.97913666,14.32073691,22.41648999,1741.992456,34.6948878,50.42147731,45.80515594,90.07876589999999,32.74716256,252.0957007,311.1639435,4.117995656,0,-383.5858919700539,,,ccon,52,0,0,0,0,0,0,0,0,0,0,0,320010.3828,0,0,0,0,136.9428751,489.9289199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28537.74404,0,443.3547451,20.2234553,171.3093283,474.1061329,68.42001245,53.28216551,132.7127474,65.33770857,341.4539638,691.8838134,340.0765623,53857.81467,10.0726952,100.5609828,158.5251128,81.58927285,15761.81661,8327.876496999999,52.073364,324.1575157,6.259866,4.57615183,7.159835961,592.6070668,11.78610291,16.70508364,9.621108869,30.6085237,11.12739205,85.66131768,75.44714567,1.397886982,21414.19938,0,1319.572265,56.38586509,508.253554,1426.41411,202.6558581,155.3893021,396.8905659,193.2143558,1010.382654,2067.690482,1004.074628,160847.6716,29.84539287,296.9575464,476.5469819,238.3599269,47051.45576,24794.68374,154.7004918,962.1862376,18.57001148,13.48023369,21.09759342,1742.416636,35.6585293,51.44504302,47.94575536,90.35345803,32.84690296,252.8477992,310.6213481,4.16568532,0,-383.5858919700539
,crai,53,0,0,0,0,0,0,0,0,0,0,0,0,636.1064833,7318.019795,0,0,0,58.30563703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-391.9159442,2059.33834,3.726106241,0.1244480173,20.08189067,6.364223728,4.750092954,2.781667574,17.54795065,3.137348691,7.772737854,10.7064823,12.45698025,21.26969343,71.73482617,716.1662772,3.725593935,5.005746453000001,1762.411124,381.9046483,1.099147878,8.241390499,0.7833230377,0.1002551221,0.0308348757,2.418015911,0.0480908965,0.0681624565,0.0392647714,0.1248921451,0.0454031653,0.349524393,0.3110300359,0.00570380773,1532.301782,290.8979555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.6446508,0.0003652558710476094,,,crai,53,0,0,0,0,0,0,0,0,0,0,0,0,634.3084026,7297.333965,0,0,0,58.14082462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-390.2637319,2050.972556,3.711773382,0.1181794234,20.10879012,6.329168918,4.673997671000001,2.763491678,17.39470568,3.119859178,7.688190695,10.65691196,12.42841248,21.23292297,71.26350655,711.4608471,3.660239329,4.828268066,1761.951652,381.7734263,1.078928729,7.96675046,0.7615711611,0.0948154515,0.0291822755,2.415365765,0.0480379128,0.0680824951,0.0391609779,0.1247543265,0.045353063,0.349138706,0.3072441319,0.00569750577,1534.786177,290.8516779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.4102581,0.0003652558710476094
,croa,54,0,0,0,0,0,0,0,0,0,0,0,0,7252.431196,83434.82803999999,0,0,0,664.7591747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4527.423633000001,23691.44026,42.8665955,1.431699065,231.0299891,73.21653936,54.64694243,32.00140066,201.8785439,36.09329649,89.42064127,123.1715942,143.310013,244.6949404,825.2657272,8239.059257000001,42.86070171,57.58808107,20275.47253,4393.581667000001,12.64503061,94.81220609,9.011657112,1.153374458,0.3547365689,27.81780853,0.5532566370000001,0.7841677781,0.4517174134,1.436808486,0.5223359176,4.021066444,3.578212182,0.0656188533,16783.37805,3346.604779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7738.36933,0.004202047556877526,,,croa,54,0,0,0,0,0,0,0,0,0,0,0,0,7225.337843,83123.13543,0,0,0,662.275793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4509.747567000001,23595.1968,42.70170379000001,1.359582662,231.3394464,72.81325356000001,53.77151123,31.79229735,200.1155494,35.89208952,88.44797568,122.6013152,142.9813553,244.2719138,819.8434646,8184.925974,42.10883586,55.54629875,20270.18619,4392.071966000001,12.4124213,91.65263707,8.761414774,1.090794321,0.3357243977,27.78731966,0.5526470809000001,0.7832478544,0.4505233216,1.435222938,0.5217595102,4.016629269,3.534657574,0.0655463517,16729.91951,3346.072381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7643.637329,0.004202047556877526
