SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,,,VOLUME 2015,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,crai,croa,cwat,cair,cpri,,,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,HOUSEHOLDS,GOVERNMENT,sagr,sfor,sfoo,sveh,sgla,spap,sche,spla,smet,sigo,scgo,scon,srai,sroa,swat,sair,spri,spub,smin,soil,sbfu,sgas,sbga,senu,seoi,sega,seco,sewi,seso,sehy,sech,seot,,
,cote,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7752829472,0,7545.359102,0,0,0,0,0,0,0,0,0,0,0,0,,5.043424238,58.021541,0.1944267426,0.4494540284,911.5378701,4559.538745,0,0,0,0.2660002947,0.0653834736,376.540345,2.480749634,6269.216484,0.1144361019,35.17492379,0.0267606155,0.5419446502000001,0,2.646137664,26.41777587,124.9949277,196.0276781,0,0,0,2263.378177,0,0,0,0,20.63885285,0,0,0,0,0,182.5133713,184.6287899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395.24709,0,,,cote,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7752829472,0,7545.359102,0,0,0,0,0,0,0,0,0,0,0,0,,5.043424238,58.021541,0.1944267426,0.4494540284,911.5378701,4559.538745,0,0,0,0.2660002947,0.0653834736,376.540345,2.480749634,6269.216484,0.1144361019,35.17492379,0.0267606155,0.5419446502000001,0,2.646137664,26.41777587,124.9949277,196.0276781,0,0,0,2263.378177,0,0,0,0,20.63885285,0,0,0,0,0,182.5133713,184.6287899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395.24709,0
,Total,69,81737.00001,6534,157638,125598,22100,16305,86971.39526999999,29076,80224,81065,104606,271069,6785.934451,78068.06555,15441,20655,2016694.796,539565,4218.064131,35430,3926.604733,399.9358692,561.4456421,46325.87736,923.2682315,1341.663838,1218.909197,2398.792038,872.0525247,6713.192266,7908.59294,109.6603209,,,,,,,,375517.9997,40307.03224,949.7402611,93693.35713,46154.40924,10327.72419,7665.394396,40080.95413,11811.02708,35493.37374,26800.7702,37831.95278,126840.5975,3332.543872,33270.52795000001,10688.93131,7325.641961,763956.6758,113900.1685,1743.401038,10927.03779,4000.303491,131.1554762,50.92840709,4202.193346,337.8983866,407.425158,201.4063701,3586.177392,1298.384456,9345.678665,1720.056826,1496.058214,941714.8462,498459.3612,3846.493339,126.8839205,5274.539997,15246.35122,1108.920438,885.6671227,2576.330385,905.0989115,4261.933003,5741.919443,8833.701451999999,147224.7012,319.4489623,3189.226019,1921.039509,1108.034621,153280.5493,34252.53255000001,349.9762925,1665.033193,109.9252684,33.18301201,26.11947496,2155.164281,42.95212152,62.41664798,56.70587828,111.5961793,40.56947347,312.3099444,367.9221633,5.101598074,558431.4803000001,7749.566794,,,Total,69,81737.00001,6534,157638,125598,22100,16305,86971.39526999999,29076,80224,81065,104606,271069,6785.934451,78068.06555,15441,20655,2016694.796,539565,4218.064131,35430,3926.604733,399.9358692,561.4456421,46325.87736,923.2682315,1341.663838,1218.909197,2398.792038,872.0525247,6713.192266,7908.59294,109.6603209,,,,,,,,375517.9997,40307.03224,949.7402611,93693.35713,46154.40924,10327.72419,7665.394396,40080.95413,11811.02708,35493.37374,26800.7702,37831.95278,126840.5975,3332.543872,33270.52795000001,10688.93131,7325.641961,763956.6758,113900.1685,1743.401038,10927.03779,4000.303491,131.1554762,50.92840709,4202.193346,337.8983866,407.425158,201.4063701,3586.177392,1298.384456,9345.678665,1720.056826,1496.058214,941714.8462,498459.3612,3846.493339,126.8839205,5274.539997,15246.35122,1108.920438,885.6671227,2576.330385,905.0989115,4261.933003,5741.919443,8833.701451999999,147224.7012,319.4489623,3189.226019,1921.039509,1108.034621,153280.5493,34252.53255000001,349.9762925,1665.033193,109.9252684,33.18301201,26.11947496,2155.164281,42.95212152,62.41664798,56.70587828,111.5961793,40.56947347,312.3099444,367.9221633,5.101598074,558431.4803000001,7749.566794
,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTED,cagr,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12973,35.916678,413.1996253,1.384607437,3.200780829,6491.504704,246.4547642,0,1376.003669,17.56089149,4037.282149,0,0,0,8.049335836999999,19.7550562,0,0,23.66203344,61.9163357,0,0,0,0,520.8214030000001,4.501102963,0,0,0.5187002875,0,0.0547058041,4.513873084,0.089948764,0.1305821196,0.1178037612,0.2337363504,0.0849720855,0.6541273277,0.763672875,0.0106796265,13254.55518,0,78.21439425,0.9970885373,229.474576,0,0,0,0.4575531297,1.122828066,0,0,1.344190353,3.518967993,0,0,0,0,29.60072628,0.255815713,0,0,0.0294807954,0,0.00310915564,0.2565419554,0.00511284515,0.0074298229,0.00675003619,0.0132839535,0.00482922446,0.03717610050000001,0.0437959519,0.000607273402,234.3585578,253.628382438,,IMPORTED,cagr,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12973,35.916678,413.1996253,1.384607437,3.200780829,6491.504704,246.4547642,0,1376.003669,17.56089149,4037.282149,0,0,0,8.049335836999999,19.7550562,0,0,23.66203344,61.9163357,0,0,0,0,520.8214030000001,4.501102963,0,0,0.5187002875,0,0.0547058041,4.513873084,0.089948764,0.1305821196,0.1178037612,0.2337363504,0.0849720855,0.6541273277,0.763672875,0.0106796265,13254.55518,0,78.21439425,0.9970885373,229.474576,0,0,0,0.4575531297,1.122828066,0,0,1.344190353,3.518967993,0,0,0,0,29.60072628,0.255815713,0,0,0.0294807954,0,0.00310915564,0.2565419554,0.00511284515,0.0074298229,0.00675003619,0.0132839535,0.00482922446,0.03717610050000001,0.0437959519,0.000607273402,234.3585578,253.628382438
COMMODITIES,cfor,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7766463,0.1296666057,1.491735758,0.00499871805,0.0115554781,23.4356691,-0.3239917426,0,0,66.74360018,0,0,0,0,0,0,0,0.0113248288,48.44059571,6.011887059,0,0,0,0,0.3691220793,3.261062437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.992146852,11.6965410277,,COMMODITIES,cfor,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7766463,0.1296666057,1.491735758,0.00499871805,0.0115554781,23.4356691,-0.3239917426,0,0,66.74360018,0,0,0,0,0,0,0,0.0113248288,48.44059571,6.011887059,0,0,0,0,0.3691220793,3.261062437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.992146852,11.6965410277
,cfoo,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38710,81.26121811,934.8610936,3.132664078,7.241742933,14686.98134,6464.542204,0,832.1767803,0.1251270739,6862.873705,21.96936902,11.90030552,29.30374755,632.3578594,19.28955628,46.31886982000001,30.96073939,129.3731982,127.9559182,1.014729433,10.1305745,22.58299958,72.22086233,8127.78153,1494.73231,9.013657186,18.33916423,34.16270576,0.8547074497,0.07106137630000001,5.8634004,0.1168410386,0.1696226806,0.1530239348,0.3036172673,0.1103764662,0.8496939023,0.9919906381,0.0138725492,38714.24416,74.4348805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978.681027,576.578287568,,,cfoo,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38710,81.26121811,934.8610936,3.132664078,7.241742933,14686.98134,6464.542204,0,832.1767803,0.1251270739,6862.873705,21.96936902,11.90030552,29.30374755,632.3578594,19.28955628,46.31886982000001,30.96073939,129.3731982,127.9559182,1.014729433,10.1305745,22.58299958,72.22086233,8127.78153,1494.73231,9.013657186,18.33916423,34.16270576,0.8547074497,0.07106137630000001,5.8634004,0.1168410386,0.1696226806,0.1530239348,0.3036172673,0.1103764662,0.8496939023,0.9919906381,0.0138725492,38714.24416,74.4348805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978.681027,576.578287568
,cveh,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81999,119.8268727,1378.53559,4.619391001000001,10.67859218,21657.25649,8863.338567999999,0,136.9150824,6.344319102,175.6763047,25622.42315,33.01894876,10.50127072,44.70179919,6.398870348,65.48433371,557.9203235,340.7661106,121.2259652,28.64457714,285.9737909,76.31300907000001,162.0418663,5190.469084,2407.604107,4.386279935,27.47548387,2.835602042,0.4159228667,0.1507659017,12.43996239,0.2478933769,0.3598764578,0.3246600716,0.6441633059,0.2341779505,1.802735523,2.104636454,0.0294324076,45075.42321,107.7920792,81.15563667000001,3.756405658,104.1259472,15185.49057,19.57794861,6.218559542,26.4976152,3.792613652,38.81441784,330.6598968,201.8670382,71.84656749,16.97753663,169.4956251,45.23034083,96.04282084,3076.241704,1426.900361,2.599814341,16.29086485,1.680615215,0.2465014699,0.0893536894,7.372731654,0.1469375067,0.2135248808,0.1939885638,0.3817661099,0.138786562,1.068399951,1.25864715,0.017452365,7753.628101,4834.14662676,,,cveh,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81999,119.8268727,1378.53559,4.619391001000001,10.67859218,21657.25649,8863.338567999999,0,136.9150824,6.344319102,175.6763047,25622.42315,33.01894876,10.50127072,44.70179919,6.398870348,65.48433371,557.9203235,340.7661106,121.2259652,28.64457714,285.9737909,76.31300907000001,162.0418663,5190.469084,2407.604107,4.386279935,27.47548387,2.835602042,0.4159228667,0.1507659017,12.43996239,0.2478933769,0.3598764578,0.3246600716,0.6441633059,0.2341779505,1.802735523,2.104636454,0.0294324076,45075.42321,107.7920792,81.15563667000001,3.756405658,104.1259472,15185.49057,19.57794861,6.218559542,26.4976152,3.792613652,38.81441784,330.6598968,201.8670382,71.84656749,16.97753663,169.4956251,45.23034083,96.04282084,3076.241704,1426.900361,2.599814341,16.29086485,1.680615215,0.2465014699,0.0893536894,7.372731654,0.1469375067,0.2135248808,0.1939885638,0.3817661099,0.138786562,1.068399951,1.25864715,0.017452365,7753.628101,4834.14662676
,cgla,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6979,13.35540908,153.645892,0.5148582713,1.190191848,2413.828498,195.430416,0,167.1570654,1.22631388,365.813338,327.8726892,837.8070419,20.45042289,246.4079377,50.63972833,194.4679118,313.8865055,262.5724056,3830.400231,2.634560052,26.30219052,4.836541295,1.59417882,985.5417185,351.2824387,57.13977229,7.144954075,11.12490353,5.418199078,0.3367298412,27.78417742,0.5536603206000001,0.8037702235,0.7251157798,1.438713962,0.5230274432000001,4.026340437,4.700624553,0.0657361501,1402.519047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.2928938,11.4743802032,,,cgla,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6979,13.35540908,153.645892,0.5148582713,1.190191848,2413.828498,195.430416,0,167.1570654,1.22631388,365.813338,327.8726892,837.8070419,20.45042289,246.4079377,50.63972833,194.4679118,313.8865055,262.5724056,3830.400231,2.634560052,26.30219052,4.836541295,1.59417882,985.5417185,351.2824387,57.13977229,7.144954075,11.12490353,5.418199078,0.3367298412,27.78417742,0.5536603206000001,0.8037702235,0.7251157798,1.438713962,0.5230274432000001,4.026340437,4.700624553,0.0657361501,1402.519047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.2928938,11.4743802032
,cpap,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.000001,7.665662693,88.18880611,0.2955154587,0.6831396319,1385.475723,446.7698441,0,50.5389473,0.5437754362,653.1772982,61.64045963,93.09705741,1771.656733,517.187713,92.33633324,40.90174228,155.6333526,920.9020021,179.1749785,1.583460783,15.80851693,22.14164899,0.6033671819,3435.749758,418.3403367,9.706592503,15.75948679,19.39334024,0.920414073,0.0803216542,6.627482386,0.1320670383,0.1917268566,0.1729650652,0.3431827871,0.1247600429,0.9604207434,1.121260707,0.0156803338,2265.795993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2728771,172.442638985,,,cpap,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144.000001,7.665662693,88.18880611,0.2955154587,0.6831396319,1385.475723,446.7698441,0,50.5389473,0.5437754362,653.1772982,61.64045963,93.09705741,1771.656733,517.187713,92.33633324,40.90174228,155.6333526,920.9020021,179.1749785,1.583460783,15.80851693,22.14164899,0.6033671819,3435.749758,418.3403367,9.706592503,15.75948679,19.39334024,0.920414073,0.0803216542,6.627482386,0.1320670383,0.1917268566,0.1729650652,0.3431827871,0.1247600429,0.9604207434,1.121260707,0.0156803338,2265.795993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2728771,172.442638985
,cche,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70191.97799,157.3869163,1810.641141,6.067351074,14.02582456,28445.77963,3358.692256,0,4289.128227,12.67069665,757.8486353,682.7381384,166.9531739,375.5628648,10904.81419,3381.428263,781.9146832,606.3924469,1335.344435,1425.423602,0.1162633776,1.160718088,66.79212431,173.7323031,5310.262480000001,6313.848173,53.30010475,2.706927136,19.66285184,0,0.00859935539,0.70954809,0.0141392929,0.0205265615,0.0185178963,0.03674165800000001,0.0133569952,0.1028240687,0.1200438337,0.00167875979,21137.72901,21141.75296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22683.06766,2359.17420678,,,cche,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70191.97799,157.3869163,1810.641141,6.067351074,14.02582456,28445.77963,3358.692256,0,4289.128227,12.67069665,757.8486353,682.7381384,166.9531739,375.5628648,10904.81419,3381.428263,781.9146832,606.3924469,1335.344435,1425.423602,0.1162633776,1.160718088,66.79212431,173.7323031,5310.262480000001,6313.848173,53.30010475,2.706927136,19.66285184,0,0.00859935539,0.70954809,0.0141392929,0.0205265615,0.0185178963,0.03674165800000001,0.0133569952,0.1028240687,0.1200438337,0.00167875979,21137.72901,21141.75296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22683.06766,2359.17420678
,cpla,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17297,26.07157453,299.9376732,1.005073353,2.323416323,4712.121447000001,774.8942233,0,214.6520283,6.498116358,1108.633293,2165.084941,99.31174720999999,145.0841161,756.2058826,1150.94417,436.8601601,1553.212708,1339.865316,2267.008144,28.2785384,282.3194347,67.35951649,61.51715472,3319.026123,278.2870231,23.38104219,397.1499578,39.96589449,2.21707466,0.7526882647,62.1056459,1.237590421,1.796658153,1.620842798,3.215940445,1.169117109,9.000031555,10.50725093,0.1469392454,5989.26773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.7629982,331.907593519,,,cpla,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17297,26.07157453,299.9376732,1.005073353,2.323416323,4712.121447000001,774.8942233,0,214.6520283,6.498116358,1108.633293,2165.084941,99.31174720999999,145.0841161,756.2058826,1150.94417,436.8601601,1553.212708,1339.865316,2267.008144,28.2785384,282.3194347,67.35951649,61.51715472,3319.026123,278.2870231,23.38104219,397.1499578,39.96589449,2.21707466,0.7526882647,62.1056459,1.237590421,1.796658153,1.620842798,3.215940445,1.169117109,9.000031555,10.50725093,0.1469392454,5989.26773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.7629982,331.907593519
,cmet,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36505,26.04405326,299.6210576,1.004012393,2.320963714,4707.14731,390.8444148,0,395.0472476,20.59753868,250.5332425,2799.29425,511.232835,133.605093,731.0476109,253.1961945,12699.47082,4502.458127,3039.676762,6022.35607,5.196588664,51.88026175,12.54187776,19.88441681,2507.845651,1502.461658,41.23442467,280.936985,35.82288515,3.90999671,0.882030295,72.7778866,1.450258088,2.105396079,1.899368594,3.768567988,1.370018316,10.54659792,12.31281803,0.1721893007,3059.282524,0,9.505830776,0.4950812009,6.028160102,67.34894867,12.30541664,3.211771185,17.59142776,6.092087167,305.5729659,108.3259903,73.09876814,144.8940141,0.1250328825,1.248268641,0.3017640409,0.4784363518,60.33763616,36.14811135,0.9921551034,6.762096278,0.8619006588,0.094071214,0.0212210321,1.750985062,0.0348968864,0.0507110382,0.0460712655,0.0906674469,0.0329610799,0.2537393795,0.2989220903,0.00414484506,1122.586987,958.192381714,,,cmet,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36505,26.04405326,299.6210576,1.004012393,2.320963714,4707.14731,390.8444148,0,395.0472476,20.59753868,250.5332425,2799.29425,511.232835,133.605093,731.0476109,253.1961945,12699.47082,4502.458127,3039.676762,6022.35607,5.196588664,51.88026175,12.54187776,19.88441681,2507.845651,1502.461658,41.23442467,280.936985,35.82288515,3.90999671,0.882030295,72.7778866,1.450258088,2.105396079,1.899368594,3.768567988,1.370018316,10.54659792,12.31281803,0.1721893007,3059.282524,0,9.505830776,0.4950812009,6.028160102,67.34894867,12.30541664,3.211771185,17.59142776,6.092087167,305.5729659,108.3259903,73.09876814,144.8940141,0.1250328825,1.248268641,0.3017640409,0.4784363518,60.33763616,36.14811135,0.9921551034,6.762096278,0.8619006588,0.094071214,0.0212210321,1.750985062,0.0348968864,0.0507110382,0.0460712655,0.0906674469,0.0329610799,0.2537393795,0.2989220903,0.00414484506,1122.586987,958.192381714
,cigo,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109371,214.288291,2465.256991,8.260929961,19.09669523,38730.01419,5360.983445,0,262.466055,81.67115539,1067.622219,14466.46943,513.6988688,377.4687646,837.5243505,521.8618184,3032.46463,14232.8948,6920.591641,12173.3202,28.51540495,284.6841973,135.4704753,69.39221098,21540.15369,3692.406546,379.0332908,584.4579047,49.35197200000001,35.94130225,7.758344104,640.1547551,12.7564794,18.51907735,16.70685827,33.14834807,12.05068985,92.76794262,108.303626,1.514578188,28491.52367,162.4996429,95.37455525,29.64477455,387.9317863,5256.094513,186.7258892,137.0316689,304.3485335,189.6194146,1101.903069,5171.238502,2513.299371,4422.943628,10.36105046,103.4397842,49.22298212,25.2139206,7826.266448,1341.559903,137.7258086,212.4437765,17.93161916,13.05847642,2.818839721,232.5874732,4.635435683,6.736066742,6.119754794,12.04357069,4.378297935,33.70479988,39.70652587,0.5505695391,12620.44863,2786.62617235,,,cigo,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109371,214.288291,2465.256991,8.260929961,19.09669523,38730.01419,5360.983445,0,262.466055,81.67115539,1067.622219,14466.46943,513.6988688,377.4687646,837.5243505,521.8618184,3032.46463,14232.8948,6920.591641,12173.3202,28.51540495,284.6841973,135.4704753,69.39221098,21540.15369,3692.406546,379.0332908,584.4579047,49.35197200000001,35.94130225,7.758344104,640.1547551,12.7564794,18.51907735,16.70685827,33.14834807,12.05068985,92.76794262,108.303626,1.514578188,28491.52367,162.4996429,95.37455525,29.64477455,387.9317863,5256.094513,186.7258892,137.0316689,304.3485335,189.6194146,1101.903069,5171.238502,2513.299371,4422.943628,10.36105046,103.4397842,49.22298212,25.2139206,7826.266448,1341.559903,137.7258086,212.4437765,17.93161916,13.05847642,2.818839721,232.5874732,4.635435683,6.736066742,6.119754794,12.04357069,4.378297935,33.70479988,39.70652587,0.5505695391,12620.44863,2786.62617235
,ccgo,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68656,251.765871,2896.413848,9.705711018,22.43657872,45503.63304,12784.02087,0,558.0315551,3.491851249,801.4001938,1705.262475,167.8197807,800.6437065,443.0229833,210.2058969,282.0483828,766.7859177,8416.356587,2816.314892,3.612542297,36.06589862,109.4333488,66.17408677,9269.635555000002,5570.055942,21.2787215,72.18973201,19.6001183,2.017725037,0.2489008778,20.53725361,0.4092495613,0.5941235071,0.5359844362,1.0634554,0.3866066318,2.976153422,3.474564574,0.048590245,71488.85824,2829.63504,80.73340902,0.5046268312,115.9370798,246.6760576,24.28701983,115.7215849,64.0966275,30.40936313,40.80434529,110.920191,1216.915093,407.3978395,0.5226035283,5.217424274,15.8309912,9.573103705,1340.922392,805.7406333,3.078354681,10.44723484,2.835364122,0.2918742856,0.036005009,2.970837261,0.0592083695,0.0860397071,0.07816756129999999,0.1538323972,0.05592395180000001,0.4305110417,0.5071710224,0.00703241873,16955.32839,2025.18353775,,,ccgo,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68656,251.765871,2896.413848,9.705711018,22.43657872,45503.63304,12784.02087,0,558.0315551,3.491851249,801.4001938,1705.262475,167.8197807,800.6437065,443.0229833,210.2058969,282.0483828,766.7859177,8416.356587,2816.314892,3.612542297,36.06589862,109.4333488,66.17408677,9269.635555000002,5570.055942,21.2787215,72.18973201,19.6001183,2.017725037,0.2489008778,20.53725361,0.4092495613,0.5941235071,0.5359844362,1.0634554,0.3866066318,2.976153422,3.474564574,0.048590245,71488.85824,2829.63504,80.73340902,0.5046268312,115.9370798,246.6760576,24.28701983,115.7215849,64.0966275,30.40936313,40.80434529,110.920191,1216.915093,407.3978395,0.5226035283,5.217424274,15.8309912,9.573103705,1340.922392,805.7406333,3.078354681,10.44723484,2.835364122,0.2918742856,0.036005009,2.970837261,0.0592083695,0.0860397071,0.07816756129999999,0.1538323972,0.05592395180000001,0.4305110417,0.5071710224,0.00703241873,16955.32839,2025.18353775
,ccon,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ccon,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,crai,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.366724,0,0,0,0,0,-51.24214792,269.1612133,1.110160626,0.0417103324,5.512147288000001,1.757232027,1.352500123,0.7686662,4.575829997,0.8752128005,2.152244702,2.823084517,3.24712552,5.780775074,19.46245591,194.3038736,0.4355073892,0.8557270739,459.8795193,46.53567685,0.3284619359,1.958787357,0.2260064902,0.0311459442,0.0091059835,0.751350876,0.0149723046,0.021735877,0.0196088719,0.0389062803,0.014143918,0.1088819139,0.1271161756,0.00177766335,53.6547733,3.19224476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005105897364,,,crai,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.366724,0,0,0,0,0,-51.24214792,269.1612133,1.110160626,0.0417103324,5.512147288000001,1.757232027,1.352500123,0.7686662,4.575829997,0.8752128005,2.152244702,2.823084517,3.24712552,5.780775074,19.46245591,194.3038736,0.4355073892,0.8557270739,459.8795193,46.53567685,0.3284619359,1.958787357,0.2260064902,0.0311459442,0.0091059835,0.751350876,0.0149723046,0.021735877,0.0196088719,0.0389062803,0.014143918,0.1088819139,0.1271161756,0.00177766335,53.6547733,3.19224476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005105897364
