SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,cC4,106,0,0,0,0,0,134672.7572512229,163.3366898250256,0,0,0,0,0,0,0,4.36807447413529,0,0,,926.3738043464042,1588.364394942209,9899.364972166012,5936.817675,0,110.4855719277222,54.8398266888734,127.6223817015515,44.44659417693891,231.7389609075572,24770.2175509546,284.3684677603765,42.89356385074026,2966.42628365538,1040.493674586567,14.50845801597478,66.5231500671871,3.441178524128613,18.88046736153186,755.6702199280144,1259.487016641999,204.0735739988618,45556.16667961163,60.63093331010735,9.247930169666365,4.590236342434223,10.68232578215924,3.72029570929898,19.39715467130824,2073.331731056033,23.80238148599665,3.590303025267808,248.2976070196972,87.09203086235126,1.214395728165591,5.568160942549521,0.2880356061510916,1.580344298972745,63.25156580504649,105.4223440519969,17.08148971951719,73120.28876269615,-219.9788305917338,,,cC4,106,0,0,0,0,0,134672.7572512229,163.3366898250256,0,0,0,0,0,0,0,4.36807447413529,0,0,,926.3738043464042,1588.364394942209,9899.364972166012,5936.817675,0,110.4855719277222,54.8398266888734,127.6223817015515,44.44659417693891,231.7389609075572,24770.2175509546,284.3684677603765,42.89356385074026,2966.42628365538,1040.493674586567,14.50845801597478,66.5231500671871,3.441178524128613,18.88046736153186,755.6702199280144,1259.487016641999,204.0735739988618,45556.16667961163,60.63093331010735,9.247930169666365,4.590236342434223,10.68232578215924,3.72029570929898,19.39715467130824,2073.331731056033,23.80238148599665,3.590303025267808,248.2976070196972,87.09203086235126,1.214395728165591,5.568160942549521,0.2880356061510916,1.580344298972745,63.25156580504649,105.4223440519969,17.08148971951719,73120.28876269615,-219.9788305917338
,cC5,107,0,6.878848713551428,0,4260.343300247172,0,0,256504.5517228734,15.6598679365834,0,0,0,0,0,0,105.619535688118,559.6445606958555,601.7197270820702,,3759.032431171717,6445.252710798114,40169.56633064583,8606.938910000001,0,3145.016306615655,1171.637224565479,4154.333718650515,987.2533792859966,10082.83340980772,10941.83717766589,59950.08867645692,19054.31614998769,6083.346228203089,1551.955871324948,926.5416009419586,1044.48609704974,2115.264337677112,508.7233811633473,9438.813118977876,5338.575041538515,3772.68628690022,50220.22854438178,13530.21544818993,48.1996236543589,17.95617820895483,63.66813467269801,15.13036394712332,154.5266313841157,167.6914784291802,918.7779744257894,292.0210192541013,93.23163069066945,23.78483340442218,14.19991253723681,16.00749626131734,32.41793842903563,7.796549563914816,144.6565600378376,81.81747969460242,57.8191148898435,115883.4405280365,-1016.087560321624,,,cC5,107,0,6.878848713551428,0,4260.343300247172,0,0,256504.5517228734,15.6598679365834,0,0,0,0,0,0,105.619535688118,559.6445606958555,601.7197270820702,,3759.032431171717,6445.252710798114,40169.56633064583,8606.938910000001,0,3145.016306615655,1171.637224565479,4154.333718650515,987.2533792859966,10082.83340980772,10941.83717766589,59950.08867645692,19054.31614998769,6083.346228203089,1551.955871324948,926.5416009419586,1044.48609704974,2115.264337677112,508.7233811633473,9438.813118977876,5338.575041538515,3772.68628690022,50220.22854438178,13530.21544818993,48.1996236543589,17.95617820895483,63.66813467269801,15.13036394712332,154.5266313841157,167.6914784291802,918.7779744257894,292.0210192541013,93.23163069066945,23.78483340442218,14.19991253723681,16.00749626131734,32.41793842903563,7.796549563914816,144.6565600378376,81.81747969460242,57.8191148898435,115883.4405280365,-1016.087560321624
,cFZ,108,0.8097016933719225,107.174565261105,0,0,0,0,0,199359.8344928908,0,0,0,0,0,0,68.81513401671514,599.5848365984294,164.7770731695583,,0,0,0,17693.68357,0,251.9534152614202,3276.818710546079,186.3063891673738,363.8364590005145,338.9694507892325,256.8355015944126,1766.478503459937,28931.29088592504,785.5022659190772,586.948360029774,129.7927849845137,964.3073485917434,884.8480593415066,3438.426139528598,2355.725507024279,4617.360274769803,1718.009611651356,10923.8925762002,0,774.4724281895359,10072.51971721691,572.6819041201819,1118.386530569482,1041.948541834771,789.47933434299,5429.927967614521,88931.07116995195,2414.533046118946,1804.203849175489,398.9663457681345,2964.156898124307,2719.909251385498,10569.28019742112,7241.197552356768,14193.17226063913,5280.940821458364,0,-99.4706770347135,,,cFZ,108,0.8097016933719225,107.174565261105,0,0,0,0,0,199359.8344928908,0,0,0,0,0,0,68.81513401671514,599.5848365984294,164.7770731695583,,0,0,0,17693.68357,0,251.9534152614202,3276.818710546079,186.3063891673738,363.8364590005145,338.9694507892325,256.8355015944126,1766.478503459937,28931.29088592504,785.5022659190772,586.948360029774,129.7927849845137,964.3073485917434,884.8480593415066,3438.426139528598,2355.725507024279,4617.360274769803,1718.009611651356,10923.8925762002,0,774.4724281895359,10072.51971721691,572.6819041201819,1118.386530569482,1041.948541834771,789.47933434299,5429.927967614521,88931.07116995195,2414.533046118946,1804.203849175489,398.9663457681345,2964.156898124307,2719.909251385498,10569.28019742112,7241.197552356768,14193.17226063913,5280.940821458364,0,-99.4706770347135
,cGZ,109,0,0,0,0,0,0,0,0,38225.32766287121,0,0,0,0,0,0,0,0,,0,0,0,893.0104835,20228.53518920989,192.6489278470362,24.76288690995779,54.54312876690995,25.79544429765818,27.18396507938548,100.9788739856586,266.1924481781377,54.8060314631158,729.364756763667,741.9951490856076,40.27807578905577,5.360335122802109,56.66014187242574,26.91537255506053,153.0794238107967,270.4236028964391,196.5073112982406,15922.76441947591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4573364461374626,,,cGZ,109,0,0,0,0,0,0,0,0,38225.32766287121,0,0,0,0,0,0,0,0,,0,0,0,893.0104835,20228.53518920989,192.6489278470362,24.76288690995779,54.54312876690995,25.79544429765818,27.18396507938548,100.9788739856586,266.1924481781377,54.8060314631158,729.364756763667,741.9951490856076,40.27807578905577,5.360335122802109,56.66014187242574,26.91537255506053,153.0794238107967,270.4236028964391,196.5073112982406,15922.76441947591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4573364461374626
,cHZ,110,0,0,0,0,0,0,0,0,0,137386.4123489453,0,0,0,0,0,304.1891491234173,38.84562699965201,,0,0,0,-2448.989514,32689.6906315198,36.76821935586676,890.8211582131366,1142.258163807503,777.1339216159101,1011.581036212251,638.7445585800641,5020.006077229959,1008.808942909815,12791.23340302774,22987.03329104466,771.485569084357,230.0969353468503,294.6928250597568,640.1291641229906,3490.582172702256,2151.887928886623,1408.59529614239,23951.42199962358,2269.378306963794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21123.62813630494,-45.52012128864695,,,cHZ,110,0,0,0,0,0,0,0,0,0,137386.4123489453,0,0,0,0,0,304.1891491234173,38.84562699965201,,0,0,0,-2448.989514,32689.6906315198,36.76821935586676,890.8211582131366,1142.258163807503,777.1339216159101,1011.581036212251,638.7445585800641,5020.006077229959,1008.808942909815,12791.23340302774,22987.03329104466,771.485569084357,230.0969353468503,294.6928250597568,640.1291641229906,3490.582172702256,2151.887928886623,1408.59529614239,23951.42199962358,2269.378306963794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21123.62813630494,-45.52012128864695
,cIZ,111,0,0,0,0,0,0,0,0,0,0,68620.82585614291,0,0,0,1.836241061394298,828.3508651894585,3.893052064124532,,0,0,0,5371.394865,0,27.88016776468421,157.9952562245929,343.9678948196175,80.94559905219092,454.7515968289742,371.1901762069,1410.34747858622,188.9674720259722,4384.787839629832,929.1822400975836,1735.825358417661,237.565933698988,439.5777286203338,638.4163417512435,3904.561782401264,1853.39187856682,966.8896532488322,56181.47124573718,518.8901321539411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304890964157286,,,cIZ,111,0,0,0,0,0,0,0,0,0,0,68620.82585614291,0,0,0,1.836241061394298,828.3508651894585,3.893052064124532,,0,0,0,5371.394865,0,27.88016776468421,157.9952562245929,343.9678948196175,80.94559905219092,454.7515968289742,371.1901762069,1410.34747858622,188.9674720259722,4384.787839629832,929.1822400975836,1735.825358417661,237.565933698988,439.5777286203338,638.4163417512435,3904.561782401264,1853.39187856682,966.8896532488322,56181.47124573718,518.8901321539411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304890964157286
,cJZ,112,0,0,0,0,0,0,0,0,0,0,0,55823.23177735718,0,0,0,1.204014233472086,0,,0,0,0,4075.798756,0,32.39057640090196,298.0788491524149,251.9017668677221,42.43001164649965,456.9260994495816,289.9926820224101,1368.241456215642,483.7710949545456,4866.828721456499,307.7349581697516,486.0552243340326,8327.529454409698,4042.018531540571,597.3468606343906,7848.902983909585,2730.190868425414,1365.624826172324,23413.45372025591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690.892078995501,-0.07622274109265738,,,cJZ,112,0,0,0,0,0,0,0,0,0,0,0,55823.23177735718,0,0,0,1.204014233472086,0,,0,0,0,4075.798756,0,32.39057640090196,298.0788491524149,251.9017668677221,42.43001164649965,456.9260994495816,289.9926820224101,1368.241456215642,483.7710949545456,4866.828721456499,307.7349581697516,486.0552243340326,8327.529454409698,4042.018531540571,597.3468606343906,7848.902983909585,2730.190868425414,1365.624826172324,23413.45372025591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690.892078995501,-0.07622274109265738
,cKZ,113,0,0,0.77808040234172,0,0,0,0,0,0,0,0,0,149107.1415402021,0,0,81.06308127778509,0,,0,0,0,8014.203835,0,1998.164259837692,1486.782867873507,2700.875066624386,1020.324268565991,2568.196107285008,1250.484046958202,5857.991156119011,5518.77565132793,14120.98540641038,4299.211832218929,1432.922193160495,3034.719302408148,34015.48231787928,3710.61208472308,11879.87756109079,2762.937347572608,2430.887017628161,52437.2694645976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676.688561982103,0,,,cKZ,113,0,0,0.77808040234172,0,0,0,0,0,0,0,0,0,149107.1415402021,0,0,81.06308127778509,0,,0,0,0,8014.203835,0,1998.164259837692,1486.782867873507,2700.875066624386,1020.324268565991,2568.196107285008,1250.484046958202,5857.991156119011,5518.77565132793,14120.98540641038,4299.211832218929,1432.922193160495,3034.719302408148,34015.48231787928,3710.61208472308,11879.87756109079,2762.937347572608,2430.887017628161,52437.2694645976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676.688561982103,0
,cLZ,114,0.9111959324452922,1.899348814736041,0,0,0,0,0,0,0,0,0,0,0,244832.5843612237,34.62066101317165,2215.568827779076,187.7493927911392,,0,0,0,3917.648452,0,16.68195500366404,218.4911368740953,535.4653778663516,107.9453602042879,771.3246177305439,528.9609221426868,2684.392129916626,196.9963819336661,12857.83839224994,1245.202558517404,1862.287405933305,825.906395824455,3106.067966173592,11928.31272076682,9290.380223922006,3390.493366995223,1981.88079947202,165856.1379413645,14978.94573614642,6.086405664604934,79.71641773138381,195.3643627963729,39.38382832355705,281.4175270407758,192.9912142982563,979.3995646244418,71.87406361688559,4691.178007820765,454.3117340955797,679.4549330999745,301.3316704037874,1133.247851364031,4352.040879539579,3389.59209600393,1237.020362999179,723.088542305733,0,-0.2286682231302727,,,cLZ,114,0.9111959324452922,1.899348814736041,0,0,0,0,0,0,0,0,0,0,0,244832.5843612237,34.62066101317165,2215.568827779076,187.7493927911392,,0,0,0,3917.648452,0,16.68195500366404,218.4911368740953,535.4653778663516,107.9453602042879,771.3246177305439,528.9609221426868,2684.392129916626,196.9963819336661,12857.83839224994,1245.202558517404,1862.287405933305,825.906395824455,3106.067966173592,11928.31272076682,9290.380223922006,3390.493366995223,1981.88079947202,165856.1379413645,14978.94573614642,6.086405664604934,79.71641773138381,195.3643627963729,39.38382832355705,281.4175270407758,192.9912142982563,979.3995646244418,71.87406361688559,4691.178007820765,454.3117340955797,679.4549330999745,301.3316704037874,1133.247851364031,4352.040879539579,3389.59209600393,1237.020362999179,723.088542305733,0,-0.2286682231302727
,cMN,115,0.8628464125156652,58.45340527687599,0,0,0,0,84.16601514816619,0,0,0,0,0,0,0,113886.4613272962,640.6487059883311,114.5247421469012,,0,0,0,3017.702101,0,1063.324254491687,2495.835646197551,2453.257140292733,743.8590081382854,6143.561986692064,5692.983763122088,10693.20158940523,3286.352337042568,5463.413472381587,2365.853680584783,389.5867229455628,2374.369596242803,5744.176751746031,1438.648051251197,21016.42358238729,2736.971968122152,1031.120473848302,3755.49964807417,10317.3847752883,340.2925275022031,798.7349264790408,785.1086526991698,238.0550061458752,1966.106037381288,1821.908816006448,3422.113790878748,1051.72165352041,1748.440112663159,757.1371810374296,124.6782908429191,759.8625044840286,1838.291957482123,460.4062959974579,6725.824102033194,875.905072948612,329.9864464919684,4557.22331304982,-4.802032684496694,,,cMN,115,0.8628464125156652,58.45340527687599,0,0,0,0,84.16601514816619,0,0,0,0,0,0,0,113886.4613272962,640.6487059883311,114.5247421469012,,0,0,0,3017.702101,0,1063.324254491687,2495.835646197551,2453.257140292733,743.8590081382854,6143.561986692064,5692.983763122088,10693.20158940523,3286.352337042568,5463.413472381587,2365.853680584783,389.5867229455628,2374.369596242803,5744.176751746031,1438.648051251197,21016.42358238729,2736.971968122152,1031.120473848302,3755.49964807417,10317.3847752883,340.2925275022031,798.7349264790408,785.1086526991698,238.0550061458752,1966.106037381288,1821.908816006448,3422.113790878748,1051.72165352041,1748.440112663159,757.1371810374296,124.6782908429191,759.8625044840286,1838.291957482123,460.4062959974579,6725.824102033194,875.905072948612,329.9864464919684,4557.22331304982,-4.802032684496694
,cOQ,116,1.200503290261555,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80472373544768,386034.863707992,542.5613851305248,,0,0,0,771.6561959,0,271.6720457603668,259.5411869855933,290.4485128805545,92.91374218199222,472.7434135889161,512.6313084521401,967.9346093757912,299.1072655479102,843.8568852649958,702.7026025864466,179.0580048312448,281.1847861949548,529.232250291063,105.9437056211073,1232.454886464107,3057.87725690301,491.874143729395,54595.53865378632,321700.8394302535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.5318390175891,0,,,cOQ,116,1.200503290261555,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80472373544768,386034.863707992,542.5613851305248,,0,0,0,771.6561959,0,271.6720457603668,259.5411869855933,290.4485128805545,92.91374218199222,472.7434135889161,512.6313084521401,967.9346093757912,299.1072655479102,843.8568852649958,702.7026025864466,179.0580048312448,281.1847861949548,529.232250291063,105.9437056211073,1232.454886464107,3057.87725690301,491.874143729395,54595.53865378632,321700.8394302535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.5318390175891,0
,cRU,117,0.845786288976894,91.08058332797805,0,0,0,0,3017.505509772421,333.0075780886977,243379.1925485084,17.98196717287534,6.078868080421236,211.5511844018314,0,0,267103.4292377229,3780.234460888546,89200.49895017239,,0,0,0,23944.44924,213185.5854300083,1541.48009820572,4102.215528721552,10202.47739746947,3398.750729113353,10707.9062015608,8460.80286933428,31912.14028603468,16607.80236940031,41442.06234351156,10169.36146981923,4554.73563009043,4261.758562604256,14609.04776418383,10466.7271327649,76786.71167135804,16703.23692427268,14066.83395316099,67596.40421355615,19063.61411076185,162.3514462660295,432.0526905292399,1074.543201477895,357.9625172736145,1127.775868713585,891.1069196348325,3361.043800528088,1749.163506274984,4364.752268922367,1071.055373423362,479.7129184271884,448.8560487124603,1538.651089684927,1102.374457949274,8087.314072326655,1759.214843973701,1481.544158910318,21798.64855855603,-41.92250756272383,,,cRU,117,0.845786288976894,91.08058332797805,0,0,0,0,3017.505509772421,333.0075780886977,243379.1925485084,17.98196717287534,6.078868080421236,211.5511844018314,0,0,267103.4292377229,3780.234460888546,89200.49895017239,,0,0,0,23944.44924,213185.5854300083,1541.48009820572,4102.215528721552,10202.47739746947,3398.750729113353,10707.9062015608,8460.80286933428,31912.14028603468,16607.80236940031,41442.06234351156,10169.36146981923,4554.73563009043,4261.758562604256,14609.04776418383,10466.7271327649,76786.71167135804,16703.23692427268,14066.83395316099,67596.40421355615,19063.61411076185,162.3514462660295,432.0526905292399,1074.543201477895,357.9625172736145,1127.775868713585,891.1069196348325,3361.043800528088,1749.163506274984,4364.752268922367,1071.055373423362,479.7129184271884,448.8560487124603,1538.651089684927,1102.374457949274,8087.314072326655,1759.214843973701,1481.544158910318,21798.64855855603,-41.92250756272383
,Total,118,73050.78389514022,75291.60533026314,106496.2131895858,60806.6137308079,116480.0540168945,135317.7520721749,326053.8588704173,199712.1846097116,281604.5201479785,137404.3943661507,68626.90472281671,56034.78296030985,149107.1415402021,244832.5843612237,381290.8784085046,400449.7556736405,104145.3118856311,,,,,,266103.8111873368,33961.7921171021,40424.16029621068,77936.3285257398,17717.70328100736,59619.50141424744,69170.85291776725,174400.5964378315,94238.86539372752,120687.3333087573,56380.53837864605,30354.26255194314,24185.32005241373,66780.22500152886,35527.11234994546,158333.2658149291,61850.39565023069,37489.9731058315,761722.3256981831,384326.074646114,2070.959533303547,11814.03844878405,3659.420089685833,1861.113945624782,9440.063534704656,8620.255314738582,18770.39234741718,94462.5881495946,14009.17457731333,4420.226995790598,1813.054244881452,4733.179310500844,7287.51028585427,16521.42662613908,26333.18267537441,18900.91452439695,8045.860438801069,380900.7648418731,-2969.370293722824,,,Total,118,73050.78389514022,75291.60533026314,106496.2131895858,60806.6137308079,116480.0540168945,135317.7520721749,326053.8588704173,199712.1846097116,281604.5201479785,137404.3943661507,68626.90472281671,56034.78296030985,149107.1415402021,244832.5843612237,381290.8784085046,400449.7556736405,104145.3118856311,,,,,,266103.8111873368,33961.7921171021,40424.16029621068,77936.3285257398,17717.70328100736,59619.50141424744,69170.85291776725,174400.5964378315,94238.86539372752,120687.3333087573,56380.53837864605,30354.26255194314,24185.32005241373,66780.22500152886,35527.11234994546,158333.2658149291,61850.39565023069,37489.9731058315,761722.3256981831,384326.074646114,2070.959533303547,11814.03844878405,3659.420089685833,1861.113945624782,9440.063534704656,8620.255314738582,18770.39234741718,94462.5881495946,14009.17457731333,4420.226995790598,1813.054244881452,4733.179310500844,7287.51028585427,16521.42662613908,26333.18267537441,18900.91452439695,8045.860438801069,380900.7648418731,-2969.370293722824
,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTED,cAZ,120,,,,,,,,,,,,,,,,,,8948.225073780254,191.2594844335622,327.9343110926766,2043.826619741256,-13.09282195,0,1121.632449699219,22.63050040065648,2368.409605832037,0,0.06838281507900624,0,206.423158279646,131.2917113268147,0,0.1567591853718079,118.8906148129869,0,0,0,0.0902045042428562,35.58328827458629,7.275124196031936,7482.669952038459,0,0.8472559710828081,0.01709457192324509,1.789043444293044,0,5.165484331655871e-05,0,0.1559274194382748,0.09917481109989772,0,0.0001184123694722,0.08980730134003019,0,0,0,6.813845732981871e-05,0.02687881712371738,0.005495465487864752,0,0,,IMPORTED,cAZ,120,,,,,,,,,,,,,,,,,,8948.225073780254,191.2594844335622,327.9343110926766,2043.826619741256,-13.09282195,0,1121.632449699219,22.63050040065648,2368.409605832037,0,0.06838281507900624,0,206.423158279646,131.2917113268147,0,0.1567591853718079,118.8906148129869,0,0,0,0.0902045042428562,35.58328827458629,7.275124196031936,7482.669952038459,0,0.8472559710828081,0.01709457192324509,1.789043444293044,0,5.165484331655871e-05,0,0.1559274194382748,0.09917481109989772,0,0.0001184123694722,0.08980730134003019,0,0,0,6.813845732981871e-05,0.02687881712371738,0.005495465487864752,0,0
COMMODITIES,cDE,121,,,,,,,,,,,,,,,,,,4496.711665891246,109.0006979989352,186.8930522069823,1164.797284972415,77.08323389,0,32.0434601944825,854.7841593056586,37.71834033154623,891.828158422488,26.14380098393745,7.865164936791448,3566.913929176017,261.4723687376442,56.17866261978253,9.782830584807008,9.83177570715819,7.700252222553265,5.125707512901968,5.51578961263372,15.53159148291729,100.0338942369468,17.01555040621097,128.9697472165023,0.03075046282887732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,COMMODITIES,cDE,121,,,,,,,,,,,,,,,,,,4496.711665891246,109.0006979989352,186.8930522069823,1164.797284972415,77.08323389,0,32.0434601944825,854.7841593056586,37.71834033154623,891.828158422488,26.14380098393745,7.865164936791448,3566.913929176017,261.4723687376442,56.17866261978253,9.782830584807008,9.83177570715819,7.700252222553265,5.125707512901968,5.51578961263372,15.53159148291729,100.0338942369468,17.01555040621097,128.9697472165023,0.03075046282887732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,cC1,122,,,,,,,,,,,,,,,,,,31512.56963984031,1194.747516787937,2048.519084264517,12767.24543047866,10252.05595,0,756.4423713842311,7.891457256080856,2728.94402399522,10.64198572745542,155.9151003218115,387.73228240643,2662.053850935864,199.3661682684437,288.9967254793956,32.16172679201525,1700.238967562186,13.22168137260286,7.73947165003816,9.706172735352602,158.3742733207813,580.6534434080676,100.1881026060271,47974.86981453794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,cC1,122,,,,,,,,,,,,,,,,,,31512.56963984031,1194.747516787937,2048.519084264517,12767.24543047866,10252.05595,0,756.4423713842311,7.891457256080856,2728.94402399522,10.64198572745542,155.9151003218115,387.73228240643,2662.053850935864,199.3661682684437,288.9967254793956,32.16172679201525,1700.238967562186,13.22168137260286,7.73947165003816,9.706172735352602,158.3742733207813,580.6534434080676,100.1881026060271,47974.86981453794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,cC2,123,,,,,,,,,,,,,,,,,,41875.14030175371,100.6904510739781,172.6442680112203,1075.992779258171,4002.818924,0,568.9169392844428,5728.820269729228,154.7824724413753,28426.7273083617,93.00640170446568,81.14912878420085,1703.55484352821,478.1035784270801,1291.753500123616,1464.389239682958,133.6267684099944,94.40012206939662,50.29381061352188,41.09673113325743,531.310060169901,226.4162272065697,182.8591734483403,5976.08014255715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,cC2,123,,,,,,,,,,,,,,,,,,41875.14030175371,100.6904510739781,172.6442680112203,1075.992779258171,4002.818924,0,568.9169392844428,5728.820269729228,154.7824724413753,28426.7273083617,93.00640170446568,81.14912878420085,1703.55484352821,478.1035784270801,1291.753500123616,1464.389239682958,133.6267684099944,94.40012206939662,50.29381061352188,41.09673113325743,531.310060169901,226.4162272065697,182.8591734483403,5976.08014255715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,cC3,124,,,,,,,,,,,,,,,,,,91525.06365818708,1952.619795290716,3347.970058137416,20865.97862445207,4788.521796,0,1082.206354369603,988.8283237963104,596.2175442869411,758.9513850287756,19774.80805390283,9677.456521913276,7605.93083439514,5584.103855376555,1933.212098918143,656.0543997112361,235.6385308370217,1926.368960283858,248.4241073624172,133.1115635460637,5117.92594838711,3802.814511123022,892.1686657466784,24122.83333966793,3492.386083244095,600.4084879990645,548.6023216094932,330.781715187363,421.0665105644732,10971.07086228878,5369.056476322406,4219.773254224548,3098.062895372531,1072.546791438396,363.9792248194092,130.7323444777674,1068.750215148225,137.8257871651525,73.85034492130085,2839.427218379566,2109.802904979139,494.9755074973027,0,0,,,cC3,124,,,,,,,,,,,,,,,,,,91525.06365818708,1952.619795290716,3347.970058137416,20865.97862445207,4788.521796,0,1082.206354369603,988.8283237963104,596.2175442869411,758.9513850287756,19774.80805390283,9677.456521913276,7605.93083439514,5584.103855376555,1933.212098918143,656.0543997112361,235.6385308370217,1926.368960283858,248.4241073624172,133.1115635460637,5117.92594838711,3802.814511123022,892.1686657466784,24122.83333966793,3492.386083244095,600.4084879990645,548.6023216094932,330.781715187363,421.0665105644732,10971.07086228878,5369.056476322406,4219.773254224548,3098.062895372531,1072.546791438396,363.9792248194092,130.7323444777674,1068.750215148225,137.8257871651525,73.85034492130085,2839.427218379566,2109.802904979139,494.9755074973027,0,0
,cC4,125,,,,,,,,,,,,,,,,,,57202.27051758052,546.6350525530681,937.2627446891384,5841.42153734983,3615.353811,0,73.06067604249754,35.08356822838798,83.44558547701499,50.74200032803321,154.2953177889048,25012.18720500245,178.4717136847069,29.92820065627295,1932.335777187737,1136.420070272043,9.724469883478702,45.3770269921719,2.230687735698739,12.23889603042568,938.5467802378449,2074.898169848312,133.2706188429995,14868.65810172414,105.5515038920938,48.70323813472126,23.38718269016919,55.62595968516833,33.82530601974557,102.8553526762824,16673.46342408715,118.9716663082558,19.95054470237207,1288.121252385729,757.5530409080606,6.482463593262121,30.24894199056834,1.487006716525957,8.158614182580579,625.6480205752248,1383.155277696581,88.8400030980271,0,0,,,cC4,125,,,,,,,,,,,,,,,,,,57202.27051758052,546.6350525530681,937.2627446891384,5841.42153734983,3615.353811,0,73.06067604249754,35.08356822838798,83.44558547701499,50.74200032803321,154.2953177889048,25012.18720500245,178.4717136847069,29.92820065627295,1932.335777187737,1136.420070272043,9.724469883478702,45.3770269921719,2.230687735698739,12.23889603042568,938.5467802378449,2074.898169848312,133.2706188429995,14868.65810172414,105.5515038920938,48.70323813472126,23.38718269016919,55.62595968516833,33.82530601974557,102.8553526762824,16673.46342408715,118.9716663082558,19.95054470237207,1288.121252385729,757.5530409080606,6.482463593262121,30.24894199056834,1.487006716525957,8.158614182580579,625.6480205752248,1383.155277696581,88.8400030980271,0,0
