SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,,,69,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VALUES 2030,,70,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VALUES 2030,,70,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,cAZ,72,143044.3711069437,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95814056761785,306.4831495987648,16.37036522446681,19738.40333783769,2928.259282974955,5020.805599855616,31291.80385799326,-1305.022882,0,31423.91306931116,610.778856426868,65564.51357164948,0,2.47720284170566,0,7148.217633320605,3543.45927490106,0,11.54852472987455,3896.212705429856,0,0,0,4.227192677986489,1075.483519445029,268.0977154451621,61839.49894189078,0,654.5503527653995,12.68245870277185,1364.334157544261,0,0.05256247117698166,0,151.2370087779735,73.57782297798934,0,0.2528304081759733,82.12682008410105,0,0,0,0.0909676708128874,22.53679084831327,5.69466569530373,24155.37718337684,-840.5098722056922,,TOTAL,cAZ,72,143044.3711069437,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95814056761785,306.4831495987648,16.37036522446681,19738.40333783769,2928.259282974955,5020.805599855616,31291.80385799326,-1305.022882,0,31423.91306931116,610.778856426868,65564.51357164948,0,2.47720284170566,0,7148.217633320605,3543.45927490106,0,11.54852472987455,3896.212705429856,0,0,0,4.227192677986489,1075.483519445029,268.0977154451621,61839.49894189078,0,654.5503527653995,12.68245870277185,1364.334157544261,0,0.05256247117698166,0,151.2370087779735,73.57782297798934,0,0.2528304081759733,82.12682008410105,0,0,0,0.0909676708128874,22.53679084831327,5.69466569530373,24155.37718337684,-840.5098722056922
COMMODITIES,cDE,73,68.68945857708252,165402.1133232467,0,995.6842220789636,0,0,166.3485334565884,8.123286520362339,0,0,0,0,0,0,1.874781652964062,11154.56479595235,29300.9549825388,9919.051858284076,680.7252393044814,1167.17433906666,7274.328741479769,18016.64141,0,3105.462539726439,47341.0858517868,6521.686724713881,3957.992765953898,3066.8979045495,2102.404597884524,35798.72729307142,6854.793493598821,8080.439581119525,2724.748884243128,2808.573595209441,1755.714096954693,1190.296551456888,3529.087065890354,6589.940784749232,13607.02119286565,11816.54902860564,78181.23601251842,13.70751080224819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450.751813611028,-340.842341366398,,COMMODITIES,cDE,73,68.68945857708252,165402.1133232467,0,995.6842220789636,0,0,166.3485334565884,8.123286520362339,0,0,0,0,0,0,1.874781652964062,11154.56479595235,29300.9549825388,9919.051858284076,680.7252393044814,1167.17433906666,7274.328741479769,18016.64141,0,3105.462539726439,47341.0858517868,6521.686724713881,3957.992765953898,3066.8979045495,2102.404597884524,35798.72729307142,6854.793493598821,8080.439581119525,2724.748884243128,2808.573595209441,1755.714096954693,1190.296551456888,3529.087065890354,6589.940784749232,13607.02119286565,11816.54902860564,78181.23601251842,13.70751080224819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450.751813611028,-340.842341366398
,cC1,74,18015.48003897998,0,234912.4920587526,0,0,2.051432538432265,19380.51494181617,0,0,0,0,0,0,0,5.965679891704136,69.40527906947051,0,69511.86458760978,10721.27440892672,18382.74189654571,114569.0949502631,44395.91371,0,14795.63469424395,157.2510629414662,56300.63352925965,194.2853199794097,1216.38869918003,2310.658485348,20229.90825042226,1298.026274637423,3798.978520067586,568.7648929984924,34422.37000366813,286.5900530020545,117.6615373026268,200.394761846029,3246.424942956849,10574.23264977428,1940.301086191217,301235.224972666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77685.59172035614,-612.52242064895,,,cC1,74,18015.48003897998,0,234912.4920587526,0,0,2.051432538432265,19380.51494181617,0,0,0,0,0,0,0,5.965679891704136,69.40527906947051,0,69511.86458760978,10721.27440892672,18382.74189654571,114569.0949502631,44395.91371,0,14795.63469424395,157.2510629414662,56300.63352925965,194.2853199794097,1216.38869918003,2310.658485348,20229.90825042226,1298.026274637423,3798.978520067586,568.7648929984924,34422.37000366813,286.5900530020545,117.6615373026268,200.394761846029,3246.424942956849,10574.23264977428,1940.301086191217,301235.224972666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77685.59172035614,-612.52242064895
,cC2,75,0,93.92387333192082,0,123736.6603206895,0,0,2672.500804327875,0,0,0,0,0,0,0,0,3.520246323259963,0,92370.09599329419,1290.546642842307,2212.776665449748,13790.9687977391,54966.9191,0,7119.025222834865,19377.25481802367,1947.422691975274,81700.43981001334,1170.176133660285,1020.991737443783,19783.00795825018,6015.343383559384,16252.41946048411,18424.4669778143,1681.248352530583,1187.711528815995,632.7803159353699,517.0656751494165,6684.769527894229,2848.695160488881,2300.674457173582,75189.08413485789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27667.96426144429,-382.6291710743397,,,cC2,75,0,93.92387333192082,0,123736.6603206895,0,0,2672.500804327875,0,0,0,0,0,0,0,0,3.520246323259963,0,92370.09599329419,1290.546642842307,2212.776665449748,13790.9687977391,54966.9191,0,7119.025222834865,19377.25481802367,1947.422691975274,81700.43981001334,1170.176133660285,1020.991737443783,19783.00795825018,6015.343383559384,16252.41946048411,18424.4669778143,1681.248352530583,1187.711528815995,632.7803159353699,517.0656751494165,6684.769527894229,2848.695160488881,2300.674457173582,75189.08413485789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27667.96426144429,-382.6291710743397
,cC3,76,0,0,0,0,256937.0201543285,1420.707747963605,123993.5681883936,0,0,0,0,0,0,0,115.2360382689888,387.3063821159253,0,201890.1634240699,8736.736252236792,14980.04447030467,93362.03206141748,19144.78457,0,7160.570591650155,6606.429001607649,5058.219054624857,2646.289513744698,96899.10611028282,50835.73662326583,66958.43130699041,37918.29360321046,9195.103757176082,3892.267122817599,1373.387033349945,6857.764639271132,819.4323745947494,600.7126822363316,18775.47977663354,15400.60135472818,3647.20002978842,94568.68482831205,11850.6375560219,2282.676323143337,2098.505269133199,1481.079377459954,1123.970815910713,34896.34327324332,17763.23890244456,19382.09100612884,11973.22577978359,3355.728045308125,1293.743292253907,459.738280858862,2881.158117306123,358.5159801071001,224.5512296672723,7766.193072241599,6061.608913170421,1428.945140509807,166293.5882471028,-1221.648722085793,,,cC3,76,0,0,0,0,256937.0201543285,1420.707747963605,123993.5681883936,0,0,0,0,0,0,0,115.2360382689888,387.3063821159253,0,201890.1634240699,8736.736252236792,14980.04447030467,93362.03206141748,19144.78457,0,7160.570591650155,6606.429001607649,5058.219054624857,2646.289513744698,96899.10611028282,50835.73662326583,66958.43130699041,37918.29360321046,9195.103757176082,3892.267122817599,1373.387033349945,6857.764639271132,819.4323745947494,600.7126822363316,18775.47977663354,15400.60135472818,3647.20002978842,94568.68482831205,11850.6375560219,2282.676323143337,2098.505269133199,1481.079377459954,1123.970815910713,34896.34327324332,17763.23890244456,19382.09100612884,11973.22577978359,3355.728045308125,1293.743292253907,459.738280858862,2881.158117306123,358.5159801071001,224.5512296672723,7766.193072241599,6061.608913170421,1428.945140509807,166293.5882471028,-1221.648722085793
,cC4,77,0,0,0,0,0,297067.3154087439,360.2955264960418,0,0,0,0,0,0,0,9.635298069240778,0,0,126179.3794839973,3249.230176709793,5571.143634079835,34721.74541436809,21070.61591,0,404.8746923660572,198.3571292951121,465.5833569033453,209.9713469541013,851.5320335000642,109812.3008834706,1020.954000103106,160.6335723291785,10805.91297455223,4801.935710205718,53.45409854936321,246.8345185547865,12.51126150608729,68.64451232145111,3737.181197436242,7355.139053257122,744.1292197200276,133287.8367804087,366.5728058158593,127.8313323998209,61.71386801936658,146.2658429604836,82.81980217960264,269.6701613504225,41352.53650365053,314.9375120695926,51.92747650683069,3389.102854976315,1863.156655572619,16.97808363524209,79.00700063209968,3.915469382476858,21.48263918321308,1519.606154975588,3283.572468543293,233.6464640356096,161292.0707143851,-485.2393460877163,,,cC4,77,0,0,0,0,0,297067.3154087439,360.2955264960418,0,0,0,0,0,0,0,9.635298069240778,0,0,126179.3794839973,3249.230176709793,5571.143634079835,34721.74541436809,21070.61591,0,404.8746923660572,198.3571292951121,465.5833569033453,209.9713469541013,851.5320335000642,109812.3008834706,1020.954000103106,160.6335723291785,10805.91297455223,4801.935710205718,53.45409854936321,246.8345185547865,12.51126150608729,68.64451232145111,3737.181197436242,7355.139053257122,744.1292197200276,133287.8367804087,366.5728058158593,127.8313323998209,61.71386801936658,146.2658429604836,82.81980217960264,269.6701613504225,41352.53650365053,314.9375120695926,51.92747650683069,3389.102854976315,1863.156655572619,16.97808363524209,79.00700063209968,3.915469382476858,21.48263918321308,1519.606154975588,3283.572468543293,233.6464640356096,161292.0707143851,-485.2393460877163
,cC5,78,0,15.17367850494564,0,9397.659729338412,0,0,565809.449033734,34.54325153717388,0,0,0,0,0,0,232.9803932164101,1234.489518792273,1327.30084136788,297300.8041848828,17014.25431653389,29172.71152230682,181816.7919356763,49785.0685,0,18911.63919029308,5224.421306055548,14948.3130536278,8908.106936868176,38003.72084633617,40699.89873980605,261077.9045474368,60455.30141761262,21635.87534311308,7683.802497042365,3287.722331493257,3271.427296538471,5790.20389815201,1596.97759387969,28159.04017849611,22305.79766065289,11916.30623528079,277499.1917771664,60918.3210402821,239.8275063266082,69.04291346745974,204.936306990416,108.4156152891404,516.6064446844657,554.5806981607607,3463.153725660399,849.5764158776888,297.269516500997,99.96731548412146,45.19184342742721,46.0966761483727,84.0438771542603,22.49190608809797,400.910389748078,297.8779241968957,167.6151734595233,255620.9831226271,-2241.332322745019,,,cC5,78,0,15.17367850494564,0,9397.659729338412,0,0,565809.449033734,34.54325153717388,0,0,0,0,0,0,232.9803932164101,1234.489518792273,1327.30084136788,297300.8041848828,17014.25431653389,29172.71152230682,181816.7919356763,49785.0685,0,18911.63919029308,5224.421306055548,14948.3130536278,8908.106936868176,38003.72084633617,40699.89873980605,261077.9045474368,60455.30141761262,21635.87534311308,7683.802497042365,3287.722331493257,3271.427296538471,5790.20389815201,1596.97759387969,28159.04017849611,22305.79766065289,11916.30623528079,277499.1917771664,60918.3210402821,239.8275063266082,69.04291346745974,204.936306990416,108.4156152891404,516.6064446844657,554.5806981607607,3463.153725660399,849.5764158776888,297.269516500997,99.96731548412146,45.19184342742721,46.0966761483727,84.0438771542603,22.49190608809797,400.910389748078,297.8779241968957,167.6151734595233,255620.9831226271,-2241.332322745019
,cFZ,79,1.786076956645127,236.4105484966769,0,0,0,0,0,439757.0234258446,0,0,0,0,0,0,151.7955639649029,1322.591602562868,363.4727897509276,0,0,0,0,39029.5349,0,555.7703445622536,7228.156292122988,410.963137744496,802.5670696536539,747.7142878106691,566.5394734571769,3896.578920242231,63817.96210058036,1732.69675516371,1294.717485726272,286.3028499476118,2127.113168595985,1951.838241044215,7584.637336503226,5196.366858204558,10185.18406801218,3789.664026398746,24096.4208959421,0,1708.366635899553,22218.42379393915,1263.247885931487,2466.988060367086,2298.37765614029,1741.469554322793,11977.58297738487,196168.2162978779,5326.087212440708,3979.795209892457,880.0581775177244,6538.47259381393,5999.699985753016,23314.20072398264,15972.96411246806,31307.94726607523,11648.94032995719,0,-219.4169600961425,,,cFZ,79,1.786076956645127,236.4105484966769,0,0,0,0,0,439757.0234258446,0,0,0,0,0,0,151.7955639649029,1322.591602562868,363.4727897509276,0,0,0,0,39029.5349,0,555.7703445622536,7228.156292122988,410.963137744496,802.5670696536539,747.7142878106691,566.5394734571769,3896.578920242231,63817.96210058036,1732.69675516371,1294.717485726272,286.3028499476118,2127.113168595985,1951.838241044215,7584.637336503226,5196.366858204558,10185.18406801218,3789.664026398746,24096.4208959421,0,1708.366635899553,22218.42379393915,1263.247885931487,2466.988060367086,2298.37765614029,1741.469554322793,11977.58297738487,196168.2162978779,5326.087212440708,3979.795209892457,880.0581775177244,6538.47259381393,5999.699985753016,23314.20072398264,15972.96411246806,31307.94726607523,11648.94032995719,0,-219.4169600961425
,cGZ,80,0,0,0,0,0,0,0,0,84319.17267088336,0,0,0,0,0,0,0,0,0,0,0,0,1969.843289,44621.02631872143,424.9537991377864,54.62310632906663,120.3137232284104,56.90076854932782,59.96363105743328,222.7438097528685,587.1794534970659,120.8936459843198,1608.866074203639,1636.72677084869,88.84721819057545,11.8240719036888,124.9835273643499,59.37115741979652,337.6695807140369,596.5127276818686,433.4647974306126,35123.16059214361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.008813609430142,,,cGZ,80,0,0,0,0,0,0,0,0,84319.17267088336,0,0,0,0,0,0,0,0,0,0,0,0,1969.843289,44621.02631872143,424.9537991377864,54.62310632906663,120.3137232284104,56.90076854932782,59.96363105743328,222.7438097528685,587.1794534970659,120.8936459843198,1608.866074203639,1636.72677084869,88.84721819057545,11.8240719036888,124.9835273643499,59.37115741979652,337.6695807140369,596.5127276818686,433.4647974306126,35123.16059214361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.008813609430142
,cHZ,81,0,0,0,0,0,0,0,0,0,303053.2197514445,0,0,0,0,0,670.9943109575152,85.68745728049112,33985.62763931843,0,0,0,-5165.962896,76507.39813353088,103.7461103801085,2287.736789036325,3036.441142279256,2246.617730746439,2655.04679100424,1716.962259567148,12982.62214105218,2670.710292045972,32801.56717015153,59507.86701097395,2076.457495872623,634.0263129020671,1373.248877273313,1709.840511121048,10372.78052248434,5633.523247993484,3950.629650825928,58756.64268480992,5110.648623539621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46595.46319114973,-100.4103614516298,,,cHZ,81,0,0,0,0,0,0,0,0,0,303053.2197514445,0,0,0,0,0,670.9943109575152,85.68745728049112,33985.62763931843,0,0,0,-5165.962896,76507.39813353088,103.7461103801085,2287.736789036325,3036.441142279256,2246.617730746439,2655.04679100424,1716.962259567148,12982.62214105218,2670.710292045972,32801.56717015153,59507.86701097395,2076.457495872623,634.0263129020671,1373.248877273313,1709.840511121048,10372.78052248434,5633.523247993484,3950.629650825928,58756.64268480992,5110.648623539621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46595.46319114973,-100.4103614516298
,cIZ,82,0,0,0,0,0,0,0,0,0,0,151366.9501204261,0,0,0,4.050464353945854,1827.214150510868,8.587471954374212,0,0,0,0,11848.46799,0,61.49934674875318,348.5131485100402,758.7400838916614,178.5534974119546,1003.111830948516,818.7882348750804,3111.008846996918,416.8330758802003,9672.165174141682,2049.632599688522,3828.962812566039,524.0337808810931,969.640619826773,1408.247908845862,8612.860615236629,4088.296410106658,2132.809334268294,123927.6538424035,1144.591539939356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.672542406376486,,,cIZ,82,0,0,0,0,0,0,0,0,0,0,151366.9501204261,0,0,0,4.050464353945854,1827.214150510868,8.587471954374212,0,0,0,0,11848.46799,0,61.49934674875318,348.5131485100402,758.7400838916614,178.5534974119546,1003.111830948516,818.7882348750804,3111.008846996918,416.8330758802003,9672.165174141682,2049.632599688522,3828.962812566039,524.0337808810931,969.640619826773,1408.247908845862,8612.860615236629,4088.296410106658,2132.809334268294,123927.6538424035,1144.591539939356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.672542406376486
,cJZ,83,0,0,0,0,0,0,0,0,0,0,0,123137.4328734764,0,0,0,2.655869558003573,0,3632.724748796916,0,0,0,9269.244124000002,0,74.70981226373396,686.2446476465956,579.9808208417019,99.93256251227365,1052.030641604945,667.6817151231832,3147.931213251779,1113.838814088484,11205.42903116271,708.5317001472476,1119.097800271866,19173.37657194118,9306.378794726639,1375.336647457425,18071.38291454025,6286.015313515164,3144.226565297653,52294.40759706433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5935.69258176887,-0.1681356016614149,,,cJZ,83,0,0,0,0,0,0,0,0,0,0,0,123137.4328734764,0,0,0,2.655869558003573,0,3632.724748796916,0,0,0,9269.244124000002,0,74.70981226373396,686.2446476465956,579.9808208417019,99.93256251227365,1052.030641604945,667.6817151231832,3147.931213251779,1113.838814088484,11205.42903116271,708.5317001472476,1119.097800271866,19173.37657194118,9306.378794726639,1375.336647457425,18071.38291454025,6286.015313515164,3144.226565297653,52294.40759706433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5935.69258176887,-0.1681356016614149
,cKZ,84,0,0,1.716325269503852,0,0,0,0,0,0,0,0,0,328907.3392191305,0,0,178.8126450333707,0,6214.934554472746,0,0,0,18124.69545,0,4652.935964298867,3356.959685628088,6146.197778569946,2308.423798830243,5807.21247481529,2840.706709171554,13315.07153938958,12476.24856631134,32087.41912105376,9793.704475226125,3253.604182860744,6906.744010099754,76066.8281196279,8433.487056962808,26954.21788675199,6303.934689079896,5517.383925990337,116890.3651215977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10316.0531127996,0,,,cKZ,84,0,0,1.716325269503852,0,0,0,0,0,0,0,0,0,328907.3392191305,0,0,178.8126450333707,0,6214.934554472746,0,0,0,18124.69545,0,4652.935964298867,3356.959685628088,6146.197778569946,2308.423798830243,5807.21247481529,2840.706709171554,13315.07153938958,12476.24856631134,32087.41912105376,9793.704475226125,3253.604182860744,6906.744010099754,76066.8281196279,8433.487056962808,26954.21788675199,6303.934689079896,5517.383925990337,116890.3651215977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10316.0531127996,0
,cLZ,85,2.009957581410815,4.189670318243073,0,0,0,0,0,0,0,0,0,0,0,540062.8906906869,76.36783444012116,4887.202856909151,414.1461811001331,0,0,0,0,8641.727792,0,36.797817849234,481.9577235289678,1181.153973491484,238.1108030794027,1701.4230508123,1166.806148115805,5921.354697784256,434.5436118436449,28362.40686002334,2746.72464506865,4107.91857021742,1821.822028608928,6851.50650627429,26312.01670200233,20493.14478135338,7478.905038326186,4371.723136993401,365853.0401392361,33041.24227048213,13.42567144900575,175.8421130770223,430.9436295130158,86.87464631482048,620.7636272514354,425.7088301987098,2160.404267676114,158.5430904895387,10348.01459355604,1002.141561624464,1498.772707707979,664.6911538196421,2499.769841146198,9599.930433939552,7476.916974106158,2728.675985391369,1595.021714755097,0,-0.504406804849658,,,cLZ,85,2.009957581410815,4.189670318243073,0,0,0,0,0,0,0,0,0,0,0,540062.8906906869,76.36783444012116,4887.202856909151,414.1461811001331,0,0,0,0,8641.727792,0,36.797817849234,481.9577235289678,1181.153973491484,238.1108030794027,1701.4230508123,1166.806148115805,5921.354697784256,434.5436118436449,28362.40686002334,2746.72464506865,4107.91857021742,1821.822028608928,6851.50650627429,26312.01670200233,20493.14478135338,7478.905038326186,4371.723136993401,365853.0401392361,33041.24227048213,13.42567144900575,175.8421130770223,430.9436295130158,86.87464631482048,620.7636272514354,425.7088301987098,2160.404267676114,158.5430904895387,10348.01459355604,1002.141561624464,1498.772707707979,664.6911538196421,2499.769841146198,9599.930433939552,7476.916974106158,2728.675985391369,1595.021714755097,0,-0.504406804849658
,cMN,86,1.903306004015923,128.9391896556447,0,0,0,0,185.6572382742796,0,0,0,0,0,0,0,251215.9549756584,1413.172159808121,252.6239040478985,7553.790136482261,0,0,0,6777.115223,0,2400.573681221631,5567.517319700587,5551.408873240443,1708.414252721351,14442.70984719428,13415.98847408225,24792.77038807584,7322.051643274741,12257.54696403843,5260.40600180172,875.6262680732671,5427.106089930638,13008.9763951537,3247.700590614314,47596.7363823721,6250.963607347601,2306.374041351469,10027.65474558055,22988.07437660136,750.6327909196334,1761.885961136937,1731.828504543894,525.1125994663172,4336.926445958523,4018.849633474961,7548.654812988554,2319.935632516329,3856.789013259719,1670.127756041011,275.0210652673663,1676.139398635221,4054.988314055288,1015.585224306291,14836.12982681449,1932.111393910651,727.8991669224444,10052.53121336718,-10.59254289915108,,,cMN,86,1.903306004015923,128.9391896556447,0,0,0,0,185.6572382742796,0,0,0,0,0,0,0,251215.9549756584,1413.172159808121,252.6239040478985,7553.790136482261,0,0,0,6777.115223,0,2400.573681221631,5567.517319700587,5551.408873240443,1708.414252721351,14442.70984719428,13415.98847408225,24792.77038807584,7322.051643274741,12257.54696403843,5260.40600180172,875.6262680732671,5427.106089930638,13008.9763951537,3247.700590614314,47596.7363823721,6250.963607347601,2306.374041351469,10027.65474558055,22988.07437660136,750.6327909196334,1761.885961136937,1731.828504543894,525.1125994663172,4336.926445958523,4018.849633474961,7548.654812988554,2319.935632516329,3856.789013259719,1670.127756041011,275.0210652673663,1676.139398635221,4054.988314055288,1015.585224306291,14836.12982681449,1932.111393910651,727.8991669224444,10052.53121336718,-10.59254289915108
,cOQ,87,2.648124957841066,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06862670648861,851533.3241878002,1196.806670305958,358.1300940561797,0,0,0,1702.902818,0,606.3032762465794,573.6643892698241,645.4456877213089,206.5244644146087,1044.800989645301,1132.594616677834,2140.889182158587,663.4126113339689,1865.59173825206,1552.859477954032,399.1950586674778,621.3760296460656,1171.506485482216,234.8386164035719,2729.897200749771,6838.4494959539,1099.417750326282,120486.3981227171,709759.9421496562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.773220219825,0,,,cOQ,87,2.648124957841066,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06862670648861,851533.3241878002,1196.806670305958,358.1300940561797,0,0,0,1702.902818,0,606.3032762465794,573.6643892698241,645.4456877213089,206.5244644146087,1044.800989645301,1132.594616677834,2140.889182158587,663.4126113339689,1865.59173825206,1552.859477954032,399.1950586674778,621.3760296460656,1171.506485482216,234.8386164035719,2729.897200749771,6838.4494959539,1099.417750326282,120486.3981227171,709759.9421496562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.773220219825,0
,cRU,88,1.86567400445422,200.9097082992626,0,0,0,0,6656.151396736578,734.5633169035409,536856.9325807271,39.66544403952471,13.40904470057343,466.6492594593033,0,0,589188.9370771068,8338.613734620851,196762.5323754347,58803.124872306,0,0,0,56071.64544,476826.7657629746,3690.256653972424,9776.765676452696,24326.90674372792,8113.513058672872,25517.52732509999,20128.93054842826,76052.52297927409,39603.43090825123,98309.22390130406,24163.1386311192,10881.79009341809,10177.36028906948,34956.780822025,24859.409524542,183610.9910893048,39936.69362828398,34001.40925107376,153601.6020493667,42558.77107964339,358.1222310895886,953.041547158025,2370.276446071358,789.6100608500329,2487.699493633734,1965.644321305488,7413.943840330661,3858.38470840796,9627.96979729821,2362.582834130837,1058.172653619931,990.1071617169622,3394.026810789648,2431.667900571485,17839.36654528046,3880.556408821338,3268.057734807931,48084.45406182958,-92.47458086667282,,,cRU,88,1.86567400445422,200.9097082992626,0,0,0,0,6656.151396736578,734.5633169035409,536856.9325807271,39.66544403952471,13.40904470057343,466.6492594593033,0,0,589188.9370771068,8338.613734620851,196762.5323754347,58803.124872306,0,0,0,56071.64544,476826.7657629746,3690.256653972424,9776.765676452696,24326.90674372792,8113.513058672872,25517.52732509999,20128.93054842826,76052.52297927409,39603.43090825123,98309.22390130406,24163.1386311192,10881.79009341809,10177.36028906948,34956.780822025,24859.409524542,183610.9910893048,39936.69362828398,34001.40925107376,153601.6020493667,42558.77107964339,358.1222310895886,953.041547158025,2370.276446071358,789.6100608500329,2487.699493633734,1965.644321305488,7413.943840330661,3858.38470840796,9627.96979729821,2362.582834130837,1058.172653619931,990.1071617169622,3394.026810789648,2431.667900571485,17839.36654528046,3880.556408821338,3268.057734807931,48084.45406182958,-92.47458086667282
